year,league,team,player_id,player_name_ja,player_name_en,ERA,K-BB%,WHIP,W,L,G,IP,SV,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,K%,BB%,WP,BK
1965,CL,読売ジャイアンツ,01103825,安藤　元博,,0.0,-13.6,2.07,1,1,5,15.0,,66,15,,16,,1,7,0,1,,,0,0,0.5,10.6,24.2,0,14
1965,CL,読売ジャイアンツ,61163808,伊藤　芳明,,0.0,-3.6,1.62,2,5,23,66.2,,277,66,0,41,,10,31,0,0,,,0,0,0.286,11.2,14.8,0,55
1965,CL,読売ジャイアンツ,71073801,金田　正一,,0.0,-10.9,1.67,11,6,28,141.2,,542,141,0,95,,12,36,0,1,,,9,3,0.647,6.6,17.5,0,100
1965,CL,読売ジャイアンツ,51753808,北川　芳男,,0.0,-22.6,2.04,3,3,40,83.0,,336,83,,86,,5,10,0,0,,,0,0,0.5,3.0,25.6,1,18
1965,CL,読売ジャイアンツ,91593820,倉田　誠,,0.0,100.0,,0,0,1,0.0,,2,,0,0,,0,2,0,0,,,0,0,0.0,100.0,0.0,0,0
1965,CL,読売ジャイアンツ,51053825,城之内　邦雄,,0.0,-15.3,1.8,21,12,52,258.0,,1008,258,,206,,12,52,0,2,,,13,6,0.636,5.2,20.4,12,121
1965,CL,読売ジャイアンツ,41943823,高橋　明,,0.0,-19.9,2.03,4,7,32,136.0,,564,136,,140,,12,28,0,0,,,2,0,0.364,5.0,24.8,4,77
1965,CL,読売ジャイアンツ,61963829,種部　儀康,,0.0,-8.4,1.57,4,1,33,61.1,,226,61,0,35,,4,16,0,0,,,0,0,0.8,7.1,15.5,1,29
1965,CL,読売ジャイアンツ,01703820,高橋　一三,,0.0,-9.7,2.33,0,0,3,6.0,,31,6,,8,,4,5,0,0,,,0,0,0.0,16.1,25.8,0,5
1965,CL,読売ジャイアンツ,81983804,中村　稔,,0.0,-16.4,1.81,20,4,45,220.1,,843,220,0,179,,20,41,0,4,,,9,3,0.833,4.9,21.2,3,95
1965,CL,読売ジャイアンツ,91893825,益田　昭雄,,0.24,-8.3,1.68,4,1,33,76.0,,300,76,,52,,3,27,2,0,,,0,0,0.8,9.0,17.3,2,47
1965,CL,読売ジャイアンツ,33133825,宮田　征典,,0.0,-15.2,1.73,20,5,69,164.2,,627,164,0,120,,14,25,0,3,,,1,0,0.8,4.0,19.1,2,145
