year,league,team,player_id,player_name_ja,player_name_en,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,OBP,SLG,OPS,1B,IsoP,IsoD,IOPS,BB%,K%,BB/K,BABIP,GPA,NOI,SecA,TA,player_name,raw_team_name,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率,単打,敬遠,K,盗塁死,GIDP,RC,XR
1942,PRE,名古屋軍,1003878,吉田　和生,,103.0,420.0,382.0,29.0,74.0,12.0,5.0,1.0,99.0,26.0,6.0,0.0,0.0,0.0,38.0,0.0,0.0,28.0,0.0,0.194,0.267,0.259,0.526,56.0,0.065,0.07300000000000001,0.332,9.047619047619047,6.666666666666667,1.3571428571428572,0.20679886685552407,0.1849,353.3333333333333,0.1806282722513089,0.4642857142857143,,,,103.0,420.0,382.0,29.0,74.0,12.0,5.0,1.0,99.0,26.0,6.0,,0.0,0.0,38.0,0.0,,,0.194,0.259,0.267,56.0,0.0,,0.0,,26.4,26.715999999999998
1942,PRE,名古屋軍,11013874,西沢　道夫,,43.0,97.0,90.0,5.0,16.0,2.0,0.0,1.0,21.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.178,0.237,0.233,0.47,13.0,0.05500000000000002,0.059,0.292,7.216494845360824,4.123711340206185,1.75,0.17647058823529413,0.1649,314.66666666666663,0.13333333333333333,0.3783783783783784,,,,43.0,97.0,90.0,5.0,16.0,2.0,0.0,1.0,21.0,9.0,0.0,,0.0,0.0,7.0,0.0,,,0.178,0.233,0.237,13.0,0.0,,0.0,,4.979381443298969,4.437999999999999
1942,PRE,大阪タイガース,11013895,安居　玉一,,65.0,147.0,134.0,9.0,27.0,6.0,0.0,0.0,33.0,4.0,2.0,0.0,1.0,0.0,11.0,0.0,0.0,10.0,0.0,0.201,0.262,0.246,0.508,21.0,0.044999999999999984,0.061,0.307,7.482993197278912,6.802721088435375,1.1,0.21774193548387097,0.1794,344.0,0.1417910447761194,0.42990654205607476,,,,65.0,147.0,134.0,9.0,27.0,6.0,0.0,0.0,33.0,4.0,2.0,,1.0,0.0,11.0,0.0,,,0.201,0.246,0.262,21.0,0.0,,0.0,,8.648275862068965,8.323999999999998
1942,PRE,朝日軍,1103872,浅原　直人,,70.0,232.0,210.0,21.0,52.0,10.0,0.0,4.0,74.0,18.0,4.0,0.0,1.0,0.0,21.0,0.0,0.0,26.0,,0.248,0.316,0.352,0.6679999999999999,38.0,0.10399999999999998,0.068,,9.051724137931034,11.206896551724139,0.8076923076923077,0.26666666666666666,0.2302,433.33333333333337,0.22380952380952382,0.6265822784810127,,朝　日,,70.0,232.0,210.0,21.0,52.0,10.0,0.0,4.0,74.0,18.0,4.0,,1.0,0.0,21.0,0.0,,,0.248,0.352,0.316,38.0,0.0,,0.0,,23.385281385281385,24.125999999999998
1942,PRE,太陽軍,1103891,石井　豊,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,-0.098
1942,PRE,南海,1103893,神田　武夫,,62.0,159.0,143.0,7.0,22.0,1.0,0.0,0.0,23.0,9.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,8.0,0.0,0.154,0.224,0.161,0.385,21.0,0.007000000000000006,0.07,0.231,8.176100628930817,5.031446540880504,1.625,0.16296296296296298,0.14105,277.6666666666667,0.0979020979020979,0.2975206611570248,,,,62.0,159.0,143.0,7.0,22.0,1.0,0.0,0.0,23.0,9.0,0.0,,3.0,0.0,13.0,0.0,,,0.154,0.161,0.224,21.0,0.0,,0.0,,5.160256410256411,3.652000000000001
1942,PRE,阪急,11313876,小田野　柏,,43.0,139.0,129.0,5.0,19.0,0.0,1.0,0.0,21.0,3.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,12.0,0.0,0.147,0.203,0.163,0.366,18.0,0.016000000000000014,0.05600000000000002,0.219,6.474820143884892,8.633093525179856,0.75,0.1623931623931624,0.13210000000000002,257.33333333333337,0.10077519379844961,0.2909090909090909,,,,43.0,139.0,129.0,5.0,19.0,0.0,1.0,0.0,21.0,3.0,2.0,,1.0,0.0,9.0,0.0,,,0.147,0.163,0.203,18.0,0.0,,0.0,,4.260869565217392,2.589999999999998
1942,PRE,東京巨人軍,11313893,小池　繁雄,,50.0,105.0,91.0,2.0,7.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,24.0,0.0,0.077,0.192,0.077,0.269,7.0,0.0,0.115,0.192,12.380952380952381,22.857142857142858,0.5416666666666666,0.1044776119402985,0.10565000000000001,217.66666666666669,0.14285714285714285,0.23809523809523808,,,,50.0,105.0,91.0,2.0,7.0,0.0,0.0,0.0,7.0,4.0,0.0,,1.0,0.0,13.0,0.0,,,0.077,0.077,0.192,7.0,0.0,,0.0,,1.3461538461538463,-0.44200000000000106
1942,PRE,東京巨人軍,11513893,広瀬　習一,,36.0,108.0,101.0,8.0,17.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.168,0.2,0.168,0.368,17.0,0.0,0.032,0.2,2.7777777777777777,1.8518518518518516,1.5,0.1717171717171717,0.132,256.0,0.0297029702970297,0.25,,,,36.0,108.0,101.0,8.0,17.0,0.0,0.0,0.0,17.0,11.0,0.0,,3.0,0.0,3.0,1.0,,,0.168,0.168,0.2,17.0,0.0,,0.0,,3.269230769230769,1.5879999999999992
1942,PRE,東京巨人軍,11613872,中島　治康,,105.0,462.0,426.0,57.0,111.0,15.0,4.0,7.0,155.0,60.0,5.0,0.0,1.0,0.0,33.0,0.0,2.0,20.0,0.0,0.261,0.317,0.364,0.681,85.0,0.10299999999999998,0.055999999999999994,0.42,7.142857142857142,4.329004329004329,1.65,0.2606516290726817,0.23365,438.33333333333337,0.19248826291079812,0.6190476190476191,,,,105.0,462.0,426.0,57.0,111.0,15.0,4.0,7.0,155.0,60.0,5.0,,1.0,0.0,33.0,2.0,,,0.261,0.364,0.317,85.0,0.0,,0.0,,48.627450980392155,49.11999999999999
