season_key,base_year,split_type,team,player_id,player_name_ja,player_name_en,G,PA,AB,H,1B,2B,3B,HR,TB,R,RBI,BB,SO,HBP,SH,SF,SB,CS,GDP,AVG,OBP,SLG,OPS,打率,安打,本塁打,打点,試合,打席,打数,単打,二塁打,三塁打,得点,出塁率,長打率,四球,敬遠,死球,三振,塁打,盗塁,盗塁死,犠打,犠飛,併殺打,IsoP,IsoD,BB%,K%,BB/K,RC,XR,BABIP,SecA,TA,NOI,GPA
1936A,1936,fall,金　鯱,91893872,濃人　渉1936年 公式戦初出場,,26,114,94,13,11,1,1,0,16,12,8,16,10,0,4,0.0,3,,,0.138,0.264,0.17,0.43400000000000005,0.138,13,0,8,26,114,94,11,1,1,12,0.264,0.17,16,,0,,16,3,,4,0.0,,0.032,0.126,14.035087719298245,8.771929824561402,1.6,4.218181818181818,5.141999999999998,0.15476190476190477,0.23404255319148937,0.43209876543209874,320.66666666666663,0.1613
1936A,1936,fall,金　鯱,53153872,平川　喜代美1936年 公式戦初出場,,7,16,16,4,4,0,0,0,4,1,0,0,4,0,0,0.0,0,,,0.25,0.25,0.25,0.5,0.25,4,0,0,7,16,16,4,0,0,1,0.25,0.25,0,,0,,4,0,,0,0.0,,0.0,0.0,0.0,25.0,0.0,1.0,0.8239999999999998,0.3333333333333333,0.0,0.3333333333333333,333.3333333333333,0.175
1936A,1936,fall,金　鯱,93193872,広田　修三1936年 公式戦初出場,,23,79,74,14,12,1,1,0,17,9,6,5,11,0,0,0.0,4,,,0.189,0.241,0.23,0.471,0.189,14,0,6,23,79,74,12,1,1,9,0.241,0.23,5,,0,,17,4,,0,0.0,,0.04100000000000001,0.05199999999999999,6.329113924050633,13.924050632911392,0.45454545454545453,4.0886075949367084,4.250000000000001,0.2222222222222222,0.16216216216216217,0.43333333333333335,317.66666666666663,0.16595000000000001
1936A,1936,fall,金　鯱,43143872,古谷　倉之助1936年 公式戦初出場,,28,113,105,36,31,3,0,2,45,13,23,7,6,0,1,0.0,2,,,0.343,0.384,0.429,0.813,0.343,36,2,23,28,113,105,31,3,0,13,0.384,0.429,7,,0,,45,2,,1,0.0,,0.08599999999999997,0.04099999999999998,6.1946902654867255,5.3097345132743365,1.1666666666666667,17.276785714285715,16.447999999999997,0.35051546391752575,0.17142857142857143,0.782608695652174,527.0,0.28005
1936A,1936,fall,金　鯱,83183872,星野　正男1936年 公式戦初出場,,5,10,9,2,1,1,0,0,3,1,0,1,2,0,0,0.0,1,,,0.222,0.3,0.333,0.633,0.222,2,0,0,5,10,9,1,1,0,1,0.3,0.333,1,,0,,3,1,,0,0.0,,0.11100000000000002,0.07799999999999999,10.0,20.0,0.5,0.9,1.044,0.2857142857142857,0.3333333333333333,0.7142857142857143,411.0,0.21825
1936A,1936,fall,金　鯱,13513872,三上　良夫1936年 公式戦初出場,,18,75,66,14,10,2,2,0,20,9,9,8,9,0,1,0.0,4,,,0.212,0.297,0.303,0.6,0.212,14,0,9,18,75,66,10,2,2,9,0.297,0.303,8,,0,,20,4,,1,0.0,,0.091,0.08499999999999999,10.666666666666668,12.0,0.8888888888888888,5.945945945945946,6.784000000000001,0.24561403508771928,0.2727272727272727,0.6153846153846154,397.99999999999994,0.20939999999999998
1936A,1936,fall,金　鯱,13713872,安永　正四郎1936年 公式戦初出場,,22,80,64,12,11,1,0,0,13,7,6,12,6,0,4,0.0,4,,,0.188,0.316,0.203,0.519,0.188,12,0,6,22,80,64,11,1,0,7,0.316,0.203,12,,0,,13,4,,4,0.0,,0.015000000000000013,0.128,15.0,7.5,2.0,4.105263157894737,5.804,0.20689655172413793,0.265625,0.5576923076923077,383.66666666666663,0.19295
1936A,1936,fall,セネタース,31133872,青木　幸造1936年 公式戦初出場,,15,39,30,7,1,5,1,0,14,1,4,8,5,0,1,0.0,0,,,0.233,0.395,0.467,0.8620000000000001,0.233,7,0,4,15,39,30,1,5,1,1,0.395,0.467,8,,0,,14,0,,1,0.0,,0.234,0.162,20.51282051282051,12.82051282051282,1.6,5.526315789473684,5.526,0.28,0.5,0.9565217391304348,550.6666666666666,0.29450000000000004
1936A,1936,fall,セネタース,71173872,浅岡　三郎1936年 公式戦初出場,,17,47,40,8,4,2,2,0,14,8,7,5,8,0,2,0.0,1,,,0.2,0.289,0.35,0.639,0.2,8,0,7,17,47,40,4,2,2,8,0.289,0.35,5,,0,,14,1,,2,0.0,,0.14999999999999997,0.08899999999999997,10.638297872340425,17.02127659574468,0.625,4.044444444444444,4.2139999999999995,0.25,0.3,0.625,405.66666666666663,0.21755
1936A,1936,fall,セネタース,81183872,伊藤　次郎1936年 公式戦初出場,,15,43,35,3,3,0,0,0,3,2,2,5,4,3,0,0.0,0,,,0.086,0.256,0.086,0.34199999999999997,0.086,3,0,2,15,43,35,3,0,0,2,0.256,0.086,5,,3,,3,0,,0,0.0,,0.0,0.17,11.627906976744185,9.30232558139535,1.25,0.6,1.0040000000000004,0.0967741935483871,0.14285714285714285,0.34375,284.6666666666667,0.13670000000000002
1936A,1936,fall,セネタース,11313872,家村　相太郎1936年 公式戦初出場,,26,93,79,12,11,1,0,0,13,11,11,12,15,1,1,0.0,3,,,0.152,0.272,0.165,0.43700000000000006,0.152,12,0,11,26,93,79,11,1,0,11,0.272,0.165,12,,1,,13,3,,1,0.0,,0.013000000000000012,0.12000000000000002,12.903225806451612,16.129032258064516,0.8,3.4285714285714284,4.484000000000001,0.1875,0.20253164556962025,0.43283582089552236,327.0,0.16365000000000002
1936A,1936,fall,セネタース,71373872,石原　繁三1936年 公式戦初出場,,18,35,33,4,4,0,0,0,4,0,2,2,11,0,0,0.0,0,,,0.121,0.171,0.121,0.29200000000000004,0.121,4,0,2,18,35,33,4,0,0,0,0.171,0.121,2,,0,,4,0,,0,0.0,,0.0,0.05000000000000002,5.714285714285714,31.428571428571427,0.18181818181818182,0.6857142857142857,-0.18199999999999994,0.18181818181818182,0.06060606060606061,0.20689655172413793,211.33333333333334,0.1072
1936A,1936,fall,セネタース,91393872,今岡　謙次郎1936年 公式戦初出場,,18,38,31,1,1,0,0,0,1,9,0,7,10,0,0,0.0,3,,,0.032,0.211,0.032,0.243,0.032,1,0,0,18,38,31,1,0,0,9,0.211,0.032,7,,0,,1,3,,0,0.0,,0.0,0.179,18.421052631578945,26.31578947368421,0.7,0.21052631578947367,0.41000000000000014,0.047619047619047616,0.3225806451612903,0.36666666666666664,221.66666666666666,0.10294999999999999
1936A,1936,fall,セネタース,71573872,大貫　賢1936年 公式戦初出場,,25,105,71,12,8,2,1,1,19,10,8,31,17,0,3,0.0,7,,,0.169,0.422,0.268,0.69,0.169,12,1,8,25,105,71,8,2,1,10,0.422,0.268,31,,0,,19,7,,3,0.0,,0.099,0.253,29.523809523809526,16.19047619047619,1.8235294117647058,8.009803921568627,13.628,0.20754716981132076,0.6338028169014085,0.9661016949152542,511.3333333333333,0.2569
1936A,1936,fall,セネタース,51753872,苅田　久徳1936年 公式戦初出場,,28,132,109,27,21,3,2,1,37,20,9,21,8,1,1,0.0,16,,,0.248,0.374,0.339,0.7130000000000001,0.248,27,1,9,28,132,109,21,3,2,20,0.374,0.339,21,,1,,37,16,,1,0.0,,0.09100000000000003,0.126,15.909090909090908,6.0606060606060606,2.625,13.661538461538461,18.284,0.26,0.43119266055045874,0.9146341463414634,487.0,0.25305
1936A,1936,fall,セネタース,81783872,北浦　三男1936年 公式戦初出場,,20,79,59,13,11,2,0,0,15,5,4,17,3,1,2,0.0,4,,,0.22,0.403,0.254,0.657,0.22,13,0,4,20,79,59,11,2,0,5,0.403,0.254,17,,1,,15,4,,2,0.0,,0.034,0.18300000000000002,21.518987341772153,3.79746835443038,5.666666666666667,5.921052631578948,9.091999999999999,0.23214285714285715,0.3898305084745763,0.8043478260869565,487.6666666666667,0.24485
1936A,1936,fall,セネタース,61263872,高橋　輝彦1936年 公式戦初出場,,28,121,102,28,17,10,1,0,40,16,17,19,10,0,0,0.0,7,,,0.275,0.388,0.392,0.78,0.275,28,0,17,28,121,102,17,10,1,16,0.388,0.392,19,,0,,40,7,,0,0.0,,0.11699999999999999,0.11299999999999999,15.702479338842975,8.264462809917356,1.9,15.537190082644628,17.018,0.30434782608695654,0.37254901960784315,0.8918918918918919,518.6666666666667,0.2726
1936A,1936,fall,セネタース,11413872,武田　勇1936年 公式戦初出場,,11,15,13,1,0,1,0,0,2,2,0,2,3,0,0,0.0,1,,,0.077,0.2,0.154,0.354,0.077,1,0,0,11,15,13,0,1,0,2,0.2,0.154,2,,0,,2,1,,0,0.0,,0.077,0.12300000000000001,13.333333333333334,20.0,0.6666666666666666,0.4,0.3839999999999997,0.1,0.3076923076923077,0.4166666666666667,251.33333333333334,0.1285
1936A,1936,fall,セネタース,41443872,戸口　専一1936年 公式戦初出場,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,0.0,,0,0,0,1,0,0,0,0,0,0,,,0,,0,,0,0,,0,0.0,,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,0.0,0.0
1936A,1936,fall,セネタース,71673872,中村　信一1936年 公式戦初出場,,27,118,103,13,10,1,2,0,18,9,2,15,19,0,0,0.0,5,,,0.126,0.237,0.175,0.412,0.126,13,0,2,27,118,103,10,1,2,9,0.237,0.175,15,,0,,18,5,,0,0.0,,0.04899999999999999,0.11099999999999999,12.711864406779661,16.101694915254235,0.7894736842105263,4.271186440677966,4.83,0.15476190476190477,0.24271844660194175,0.4222222222222222,295.3333333333333,0.15039999999999998
1936A,1936,fall,セネタース,91693872,中村　民雄1936年 公式戦初出場,,10,40,33,9,8,1,0,0,10,6,6,6,10,0,1,0.0,2,,,0.273,0.385,0.303,0.688,0.273,9,0,6,10,40,33,8,1,0,6,0.385,0.303,6,,0,,10,2,,1,0.0,,0.02999999999999997,0.11199999999999999,15.0,25.0,0.6,3.8461538461538463,4.707999999999999,0.391304347826087,0.2727272727272727,0.75,486.0,0.249
1936A,1936,fall,セネタース,51853872,野口　明1936年 公式戦初出場,,26,73,62,11,9,1,1,0,14,5,6,8,10,1,2,0.0,0,,,0.177,0.282,0.226,0.508,0.177,11,0,6,26,73,62,9,1,1,5,0.282,0.226,8,,1,,14,0,,2,0.0,,0.049000000000000016,0.10499999999999998,10.95890410958904,13.698630136986301,0.8,3.8,4.232,0.21153846153846154,0.1774193548387097,0.45098039215686275,357.33333333333326,0.18339999999999998
1936A,1936,fall,セネタース,43343872,松永　英一1936年 公式戦初出場,,12,29,25,1,1,0,0,0,1,0,3,3,7,1,0,0.0,0,,,0.04,0.172,0.04,0.212,0.04,1,0,3,12,29,25,1,0,0,0,0.172,0.04,3,,1,,1,0,,0,0.0,,0.0,0.13199999999999998,10.344827586206897,24.137931034482758,0.42857142857142855,0.14285714285714285,-0.5320000000000003,0.05555555555555555,0.12,0.20833333333333334,185.33333333333331,0.08739999999999999
1936A,1936,fall,セネタース,73773872,山崎　文一1936年 公式戦初出場,,9,23,21,3,3,0,0,0,3,1,2,2,8,0,0,0.0,1,,,0.143,0.217,0.143,0.36,0.143,3,0,2,9,23,21,3,0,0,1,0.217,0.143,2,,0,,3,1,,0,0.0,,0.0,0.07400000000000001,8.695652173913043,34.78260869565217,0.25,0.6521739130434783,0.5760000000000003,0.23076923076923078,0.14285714285714285,0.3333333333333333,264.6666666666667,0.1334
1936A,1936,fall,セネタース,63763872,横沢　四郎1936年 公式戦初出場,,13,31,27,5,5,0,0,0,5,4,4,4,3,0,0,0.0,2,,,0.185,0.29,0.185,0.475,0.185,5,0,4,13,31,27,5,0,0,4,0.29,0.185,4,,0,,5,2,,0,0.0,,0.0,0.10499999999999998,12.903225806451612,9.67741935483871,1.3333333333333333,1.4516129032258065,2.0240000000000005,0.20833333333333334,0.2222222222222222,0.5,351.66666666666663,0.17675000000000002
1936A,1936,fall,セネタース,83783872,横沢　七郎1936年 公式戦初出場,,13,34,25,9,8,1,0,0,10,2,3,8,6,1,0,0.0,0,,,0.36,0.529,0.4,0.929,0.36,9,0,3,13,34,25,8,1,0,2,0.529,0.4,8,,1,,10,0,,0,0.0,,0.040000000000000036,0.16900000000000004,23.52941176470588,17.647058823529413,1.3333333333333333,5.151515151515151,6.122,0.47368421052631576,0.36,1.1875,662.3333333333334,0.33805
1936A,1936,fall,セネタース,53953872,綿貫　惣司1936年 公式戦初出場,,3,6,5,0,0,0,0,0,0,0,0,1,2,0,0,0.0,0,,,0.0,0.167,0.0,0.167,0.0,0,0,0,3,6,5,0,0,0,0,0.167,0.0,1,,0,,0,0,,0,0.0,,0.0,0.167,16.666666666666664,33.33333333333333,0.5,0.0,-0.15999999999999998,0.0,0.2,0.2,167.0,0.07515000000000001
