year,league,team,player_id,player_name_ja,player_name_en,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,OBP,SLG,OPS,1B,IsoP,IsoD,IOPS,BB%,K%,BB/K,BABIP,GPA,NOI,SecA,TA,打率,安打,本塁打,打点,試合,打席,打数,単打,二塁打,三塁打,得点,出塁率,長打率,四球,敬遠,死球,三振,塁打,盗塁,盗塁死,犠打,犠飛,併殺打,RC,XR
1958,PL,千葉ロッテマリーンズ,11613804,矢頭　高雄,T.Yatou,127.0,498.0,456.0,47.0,130.0,29.0,6.0,6.0,189.0,48.0,10.0,0,6.0,1.0,32.0,0,3.0,78.0,17.0,0.285,0.335,0.414,0.749,89.0,0.129,0.050000000000000044,0.464,6.425702811244979,15.66265060240964,0.41025641025641024,0.3324396782841823,0.25425000000000003,473.0,0.22149122807017543,0.6822157434402333,0.285,130.0,6.0,48.0,127.0,498.0,456.0,89.0,29.0,6.0,47.0,0.335,0.414,32.0,0,3.0,,189.0,10.0,0,6.0,1.0,,62.74180327868852,61.661999999999985
1958,PL,千葉ロッテマリーンズ,1303800,榎本　喜八,K.Enomoto,123.0,492.0,431.0,63.0,112.0,27.0,1.0,13.0,180.0,43.0,5.0,0,4.0,3.0,52.0,0,2.0,68.0,4.0,0.26,0.34,0.418,0.758,71.0,0.15799999999999997,0.08000000000000002,0.498,10.569105691056912,13.821138211382115,0.7647058823529411,0.2804532577903683,0.2575,479.33333333333337,0.2900232018561485,0.739938080495356,0.26,112.0,13.0,43.0,123.0,492.0,431.0,71.0,27.0,1.0,63.0,0.34,0.418,52.0,0,2.0,,180.0,5.0,0,4.0,3.0,,61.11801242236025,62.15799999999999
1958,PL,福岡ソフトバンクホークス,1403802,長谷川　繁雄,S.Hasegawa,122.0,447.0,387.0,72.0,107.0,22.0,4.0,16.0,185.0,60.0,7.0,0,0.0,4.0,55.0,0,1.0,63.0,1.0,0.276,0.365,0.478,0.843,65.0,0.20199999999999996,0.08899999999999997,0.567,12.304250559284116,14.093959731543624,0.873015873015873,0.2916666666666667,0.28375,524.3333333333334,0.36175710594315247,0.8825622775800712,0.276,107.0,16.0,60.0,122.0,447.0,387.0,65.0,22.0,4.0,72.0,0.365,0.478,55.0,0,1.0,,185.0,7.0,0,0.0,4.0,,67.8054298642534,67.84
1958,PL,福岡ソフトバンクホークス,1603809,野村　克也,K.Nomura,120.0,510.0,451.0,56.0,114.0,19.0,2.0,21.0,200.0,79.0,1.0,0,3.0,3.0,45.0,0,8.0,94.0,17.0,0.253,0.329,0.443,0.772,72.0,0.19,0.07600000000000001,0.519,8.823529411764707,18.43137254901961,0.4787234042553192,0.2743362831858407,0.25880000000000003,476.6666666666667,0.2926829268292683,0.7175141242937854,0.253,114.0,21.0,79.0,120.0,510.0,451.0,72.0,19.0,2.0,56.0,0.329,0.443,45.0,0,8.0,,200.0,1.0,0,3.0,3.0,,64.11290322580645,66.644
1958,PL,北海道日本ハムファイターズ,21823809,毒島　章一,S.Busujima,116.0,489.0,441.0,62.0,135.0,21.0,7.0,2.0,176.0,30.0,5.0,0,2.0,1.0,42.0,0,2.0,35.0,4.0,0.306,0.368,0.399,0.767,105.0,0.09300000000000003,0.062,0.461,8.588957055214724,7.157464212678937,1.2,0.32839506172839505,0.26535,501.0,0.19954648526077098,0.7258064516129032,0.306,135.0,2.0,30.0,116.0,489.0,441.0,105.0,21.0,7.0,62.0,0.368,0.399,42.0,0,2.0,,176.0,5.0,0,2.0,1.0,,64.4968944099379,63.212
1958,PL,オリックス・バファローズ,21923804,中田　昌宏,Y.Nakata,128.0,516.0,488.0,50.0,110.0,25.0,4.0,12.0,179.0,58.0,3.0,0,0.0,7.0,21.0,0,0.0,108.0,5.0,0.225,0.254,0.367,0.621,69.0,0.142,0.028999999999999998,0.396,4.069767441860465,20.930232558139537,0.19444444444444445,0.2613333333333333,0.20605,376.33333333333337,0.19057377049180327,0.5300261096605744,0.225,110.0,12.0,58.0,128.0,516.0,488.0,69.0,25.0,4.0,50.0,0.254,0.367,21.0,0,0.0,,179.0,3.0,0,0.0,7.0,,46.06876227897839,44.36600000000001
1958,PL,埼玉西武ライオンズ,31233805,中西　太,F.Nakanishi,126.0,469.0,404.0,61.0,127.0,19.0,1.0,23.0,217.0,84.0,9.0,0,0.0,2.0,60.0,0,3.0,59.0,10.0,0.314,0.405,0.537,0.9420000000000001,84.0,0.22300000000000003,0.09100000000000003,0.6280000000000001,12.79317697228145,12.57995735607676,1.0169491525423728,0.32098765432098764,0.3165,584.0000000000001,0.3935643564356436,1.0069686411149825,0.314,127.0,23.0,84.0,126.0,469.0,404.0,84.0,19.0,1.0,61.0,0.405,0.537,60.0,0,3.0,,217.0,9.0,0,0.0,2.0,,87.45474137931035,85.10400000000001
1958,PL,埼玉西武ライオンズ,31233807,豊田　泰光,Y.Toyoda,111.0,458.0,399.0,72.0,103.0,16.0,3.0,13.0,164.0,43.0,8.0,0,6.0,2.0,50.0,0,1.0,65.0,11.0,0.258,0.341,0.411,0.752,71.0,0.15299999999999997,0.08300000000000002,0.494,10.91703056768559,14.192139737991265,0.7692307692307693,0.2786377708978328,0.2562,478.0,0.2982456140350877,0.7263843648208469,0.258,103.0,13.0,43.0,111.0,458.0,399.0,71.0,16.0,3.0,72.0,0.341,0.411,50.0,0,1.0,,164.0,8.0,0,6.0,2.0,,55.88418708240535,58.12199999999998
1958,PL,千葉ロッテマリーンズ,31733800,葛城　隆雄,T.Katsuragi,125.0,514.0,482.0,65.0,147.0,30.0,5.0,20.0,247.0,85.0,3.0,0,3.0,4.0,23.0,0,2.0,41.0,15.0,0.305,0.337,0.512,0.849,92.0,0.20700000000000002,0.03200000000000003,0.544,4.474708171206226,7.976653696498054,0.5609756097560976,0.2988235294117647,0.27965,507.6666666666667,0.26141078838174275,0.7857142857142857,0.305,147.0,20.0,85.0,125.0,514.0,482.0,92.0,30.0,5.0,65.0,0.337,0.512,23.0,0,2.0,,247.0,3.0,0,3.0,4.0,,83.14851485148515,77.56
1958,PL,北海道日本ハムファイターズ,41043804,スタンレー橋本,H.Sutanre,111.0,423.0,398.0,39.0,116.0,11.0,6.0,5.0,154.0,46.0,3.0,0,2.0,0.0,21.0,0,2.0,45.0,4.0,0.291,0.33,0.387,0.7170000000000001,94.0,0.09600000000000003,0.039000000000000035,0.426,4.964539007092199,10.638297872340425,0.4666666666666667,0.31896551724137934,0.24525000000000002,459.0,0.15577889447236182,0.6293706293706294,0.291,116.0,5.0,46.0,111.0,423.0,398.0,94.0,11.0,6.0,39.0,0.33,0.387,21.0,0,2.0,,154.0,3.0,0,2.0,0.0,,50.353221957040574,48.854000000000006
1958,PL,福岡ソフトバンクホークス,41143802,穴吹　義雄,Y.Anabuki,114.0,411.0,382.0,38.0,98.0,25.0,2.0,11.0,160.0,48.0,3.0,0,0.0,2.0,26.0,0,1.0,68.0,13.0,0.257,0.304,0.419,0.723,60.0,0.16199999999999998,0.046999999999999986,0.4659999999999999,6.326034063260341,16.54501216545012,0.38235294117647056,0.28524590163934427,0.24155,443.66666666666663,0.23821989528795812,0.6397306397306397,0.257,98.0,11.0,48.0,114.0,411.0,382.0,60.0,25.0,2.0,38.0,0.304,0.419,26.0,0,1.0,,160.0,3.0,0,0.0,2.0,,48.627450980392155,47.538000000000004
