year,league,team,player_id,player_name_ja,player_name_en,ERA,K-BB%,WHIP,W,L,G,IP,SV,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,K%,BB%,WP,BK
2023,PL,オリックス・バファローズ,,山本　由伸,,1.21,22.2,0.88,16,6,23,164.0,0,636,117,2,28,0,6,169,22,27,0,1,1,0,0.727,26.6,4.4,1,0
2023,PL,埼玉西武ライオンズ,,髙橋　光成,,2.21,11.7,1.1,10,8,23,155.0,0,626,123,8,47,1,7,120,38,47,0,2,2,1,0.556,19.2,7.5,7,0
2023,PL,オリックス・バファローズ,,宮城　大弥,,2.28,15.8,0.94,10,4,22,146.2,0,575,107,7,31,1,5,122,37,38,0,3,3,2,0.714,21.2,5.4,1,0
2023,PL,埼玉西武ライオンズ,,平良　海馬,,2.4,16.0,1.13,11,7,23,150.0,0,611,115,10,55,2,5,153,40,47,0,0,0,0,0.611,25.0,9.0,0,0
2023,PL,東北楽天ゴールデンイーグルス,,則本　昂大,,2.61,10.5,1.15,8,8,24,155.0,0,636,134,7,44,0,1,111,45,57,0,0,0,0,0.5,17.5,6.9,5,0
2023,PL,北海道日本ハムファイターズ,,加藤　貴之,,2.87,10.3,1.09,7,9,24,163.1,0,648,162,14,16,2,1,83,52,59,0,1,1,3,0.438,12.8,2.5,2,1
2023,PL,北海道日本ハムファイターズ,,上沢　直之,,2.96,11.9,1.14,9,9,24,170.0,0,696,152,14,41,0,5,124,56,66,0,2,2,0,0.5,17.8,5.9,5,1
2023,PL,北海道日本ハムファイターズ,,伊藤　大海,,3.47,14.3,1.23,7,10,24,153.1,0,649,147,11,41,0,8,134,59,64,0,1,1,2,0.412,20.6,6.3,2,0
2023,PL,千葉ロッテマリーンズ,,小島　和哉,,3.47,8.7,1.27,10,6,25,158.1,0,657,143,14,57,0,6,114,61,64,0,0,0,0,0.625,17.4,8.7,2,0
2023,PL,東北楽天ゴールデンイーグルス,,松井　裕樹,,1.58,26.6,0.89,2,3,59,57.1,39,222,38,3,13,2,0,72,10,14,10,0,0,0,0.4,32.4,5.9,2,0
2023,PL,千葉ロッテマリーンズ,,益田　直也,,3.73,18.0,1.19,2,5,58,53.1,36,222,49,9,14,1,1,54,22,23,15,0,0,0,0.286,24.3,6.3,4,0
2023,PL,オリックス・バファローズ,,平野　佳寿,,1.12,6.6,1.23,3,2,42,40.0,29,167,36,1,13,0,0,24,5,5,8,0,0,0,0.6,14.4,7.8,1,0
2023,PL,福岡ソフトバンクホークス,,オスナ,,0.92,21.2,0.69,3,2,49,49.0,26,170,28,3,6,1,0,42,5,5,15,0,0,0,0.6,24.7,3.5,0,0
2023,PL,北海道日本ハムファイターズ,,田中　正義,,3.51,17.0,1.21,2,3,47,46.1,25,194,43,6,13,0,0,46,18,18,10,0,0,0,0.4,23.7,6.7,0,0
2023,PL,埼玉西武ライオンズ,,増田　達至,,5.45,11.8,1.34,4,4,40,38.0,19,169,44,5,7,0,2,27,23,24,10,0,0,0,0.5,16.0,4.1,0,0
2023,PL,オリックス・バファローズ,,山﨑　颯一郎,,2.08,19.9,1.15,1,1,53,52.0,9,211,42,3,18,0,0,60,12,12,28,0,0,0,0.5,28.4,8.5,0,0
2023,PL,埼玉西武ライオンズ,,クリスキー,,1.93,7.1,1.07,0,0,14,14.0,7,56,6,1,9,1,0,13,3,3,2,0,0,0,0.0,23.2,16.1,3,0
2023,PL,福岡ソフトバンクホークス,,モイネロ,,0.99,33.0,0.59,3,0,27,27.2,5,97,11,0,5,2,0,37,3,3,16,0,0,0,1.0,38.1,5.2,0,0
2023,PL,埼玉西武ライオンズ,,森脇　亮介,,1.99,9.4,1.36,2,1,31,27.2,3,117,22,1,15,0,0,26,6,8,14,0,0,0,0.667,22.2,12.8,1,0
2023,PL,オリックス・バファローズ,,山岡　泰輔,,2.3,16.4,1.15,2,1,31,94.0,3,390,75,4,33,2,3,97,24,26,9,0,0,0,0.667,24.9,8.5,7,0
