year,league,team,player_id,player_name_ja,player_name_en,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,OBP,SLG,OPS,1B,IsoP,IsoD,IOPS,BB%,K%,BB/K,BABIP,GPA,NOI,SecA,TA,player_name,raw_team_name,所属球団,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,死球,三振,併殺打,打率,長打率,出塁率,単打,敬遠,K,盗塁死,GIDP,RC,XR
1939,PRE,東京巨人軍,1003876,吉原　正喜,,89.0,345.0,294.0,38.0,71.0,14.0,1.0,1.0,90.0,25.0,0.0,0.0,7.0,1.0,41.0,0.0,2.0,34.0,0.0,0.241,0.337,0.306,0.643,55.0,0.065,0.09600000000000003,0.402,11.884057971014492,9.855072463768117,1.2058823529411764,0.2692307692307692,0.22815000000000002,439.0,0.20408163265306123,0.5964125560538116,,,,89.0,345.0,294.0,38.0,71.0,14.0,1.0,1.0,90.0,25.0,0.0,,7.0,1.0,41.0,2.0,,,0.241,0.306,0.337,55.0,0.0,,0.0,,30.08955223880597,32.396
1939,PRE,名古屋軍,11013876,村瀬　一三,,96.0,398.0,337.0,50.0,70.0,10.0,5.0,1.0,93.0,20.0,0.0,0.0,4.0,3.0,53.0,0.0,1.0,43.0,0.0,0.208,0.315,0.276,0.591,54.0,0.06800000000000003,0.10700000000000001,0.383,13.316582914572864,10.804020100502512,1.2325581395348837,0.23310810810810811,0.21075000000000002,407.0,0.22551928783382788,0.550561797752809,,,,96.0,398.0,337.0,50.0,70.0,10.0,5.0,1.0,93.0,20.0,0.0,,4.0,3.0,53.0,1.0,,,0.208,0.276,0.315,54.0,0.0,,0.0,,29.33076923076923,32.494
1939,PRE,大阪タイガース,11413874,皆川　定之,,88.0,324.0,267.0,40.0,61.0,6.0,1.0,0.0,69.0,20.0,0.0,0.0,13.0,1.0,42.0,0.0,1.0,40.0,0.0,0.228,0.334,0.258,0.5920000000000001,54.0,0.03,0.10600000000000001,0.364,12.962962962962962,12.345679012345679,1.05,0.2675438596491228,0.21480000000000002,420.00000000000006,0.18726591760299627,0.5436893203883495,,,,88.0,324.0,267.0,40.0,61.0,6.0,1.0,0.0,69.0,20.0,0.0,,13.0,1.0,42.0,1.0,,,0.228,0.258,0.334,54.0,0.0,,0.0,,23.0,26.361999999999995
1939,PRE,東京巨人軍,11613872,中島　治康,,96.0,429.0,396.0,57.0,110.0,22.0,8.0,6.0,166.0,58.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,29.0,0.0,0.278,0.322,0.419,0.741,74.0,0.14099999999999996,0.043999999999999984,0.4629999999999999,6.526806526806526,6.75990675990676,0.9655172413793104,0.28415300546448086,0.24964999999999998,461.6666666666667,0.21212121212121213,0.6783216783216783,,,,96.0,429.0,396.0,57.0,110.0,22.0,8.0,6.0,166.0,58.0,0.0,,0.0,5.0,28.0,0.0,,,0.278,0.419,0.322,74.0,0.0,,0.0,,54.028301886792455,51.012
1939,PRE,ライオン,11713876,玉腰　年男,,85.0,377.0,318.0,35.0,70.0,6.0,8.0,1.0,95.0,19.0,0.0,0.0,6.0,1.0,52.0,0.0,0.0,50.0,0.0,0.22,0.329,0.299,0.628,55.0,0.07899999999999999,0.10900000000000001,,13.793103448275861,13.262599469496022,1.04,0.2574626865671642,0.2228,428.6666666666667,0.24213836477987422,0.592741935483871,,ライオン,,85.0,377.0,318.0,35.0,70.0,6.0,8.0,1.0,95.0,19.0,0.0,,6.0,1.0,52.0,0.0,,,0.22,0.299,0.329,55.0,0.0,,0.0,,31.324324324324323,34.43599999999999
1939,PRE,阪急,11813872,西村　正夫,,87.0,382.0,304.0,47.0,70.0,5.0,2.0,0.0,79.0,16.0,0.0,0.0,8.0,0.0,70.0,0.0,0.0,23.0,0.0,0.23,0.374,0.26,0.634,63.0,0.03,0.144,0.404,18.32460732984293,6.020942408376963,3.0434782608695654,0.2491103202846975,0.2333,460.6666666666667,0.2598684210526316,0.6367521367521367,,,,87.0,382.0,304.0,47.0,70.0,5.0,2.0,0.0,79.0,16.0,0.0,,8.0,0.0,70.0,0.0,,,0.23,0.26,0.374,63.0,0.0,,0.0,,29.572192513368982,37.348
1939,PRE,名古屋軍,1303874,大沢　伸夫,,93.0,398.0,345.0,33.0,107.0,12.0,3.0,2.0,131.0,46.0,0.0,0.0,0.0,2.0,51.0,0.0,0.0,24.0,0.0,0.31,0.397,0.38,0.777,90.0,0.07,0.08700000000000002,,12.814070351758794,6.030150753768844,2.125,0.32710280373831774,0.27365,523.6666666666667,0.21739130434782608,0.7647058823529411,,名古屋,,93.0,398.0,345.0,33.0,107.0,12.0,3.0,2.0,131.0,46.0,0.0,,0.0,2.0,51.0,0.0,,,0.31,0.38,0.397,90.0,0.0,,0.0,,52.26767676767677,53.146
1939,PRE,東京巨人軍,1303876,川上　哲治,,94.0,385.0,343.0,60.0,116.0,17.0,12.0,4.0,169.0,75.0,0.0,0.0,0.0,4.0,37.0,0.0,1.0,19.0,0.0,0.338,0.4,0.493,0.893,83.0,0.15499999999999997,0.062,0.5549999999999999,9.61038961038961,4.935064935064935,1.9473684210526316,0.345679012345679,0.30325,564.3333333333334,0.26239067055393583,0.9118942731277533,,,,94.0,385.0,343.0,60.0,116.0,17.0,12.0,4.0,169.0,75.0,0.0,,0.0,4.0,37.0,1.0,,,0.338,0.493,0.4,83.0,0.0,,0.0,,68.04473684210527,62.27400000000001
1939,PRE,南海,1303878,岡村　俊昭,,88.0,374.0,304.0,44.0,74.0,12.0,3.0,0.0,92.0,38.0,0.0,0.0,8.0,2.0,60.0,0.0,0.0,54.0,0.0,0.243,0.366,0.303,0.669,59.0,0.06,0.123,0.426,16.0427807486631,14.43850267379679,1.1111111111111112,0.29365079365079366,0.24045,466.99999999999994,0.2565789473684211,0.6608695652173913,,,,88.0,374.0,304.0,44.0,74.0,12.0,3.0,0.0,92.0,38.0,0.0,,8.0,2.0,60.0,0.0,,,0.243,0.303,0.366,59.0,0.0,,0.0,,33.86813186813187,38.52
1939,PRE,大阪タイガース,13313872,堀尾　文人,,96.0,436.0,396.0,61.0,98.0,12.0,5.0,7.0,141.0,57.0,0.0,0.0,4.0,1.0,30.0,0.0,5.0,24.0,0.0,0.247,0.308,0.356,0.6639999999999999,74.0,0.10899999999999999,0.061,0.417,6.8807339449541285,5.5045871559633035,1.25,0.24863387978142076,0.2276,426.66666666666663,0.18434343434343434,0.5906040268456376,,,,96.0,436.0,396.0,61.0,98.0,12.0,5.0,7.0,141.0,57.0,0.0,,4.0,1.0,30.0,5.0,,,0.247,0.356,0.308,74.0,0.0,,0.0,,42.36619718309859,43.266
