year,league,team,player_id,player_name_ja,player_name_en,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,OBP,SLG,OPS,1B,IsoP,IsoD,IOPS,BB%,K%,BB/K,BABIP,GPA,NOI,SecA,TA,打率,安打,本塁打,打点,試合,打席,打数,単打,二塁打,三塁打,得点,出塁率,長打率,四球,敬遠,死球,三振,塁打,盗塁,盗塁死,犠打,犠飛,併殺打,RC,XR
1974,CL,読売ジャイアンツ,11013825,柴田　勲,I.Shibata,128.0,500.0,448.0,67.0,123.0,14.0,2.0,12.0,177.0,50.0,9.0,0,5.0,2.0,44.0,0,1.0,64.0,9.0,0.275,0.339,0.395,0.734,95.0,0.12,0.064,0.459,8.799999999999999,12.8,0.6875,0.2967914438502674,0.2513,470.6666666666667,0.23883928571428573,0.6916167664670658,0.275,123.0,12.0,50.0,128.0,500.0,448.0,95.0,14.0,2.0,67.0,0.339,0.395,44.0,0,1.0,,177.0,9.0,0,5.0,2.0,,60.079268292682926,61.559999999999995
1974,CL,東京ヤクルトスワローズ,11613843,若松　勉,T.Wakamatsu,130.0,530.0,477.0,80.0,149.0,30.0,4.0,20.0,247.0,74.0,9.0,0,0.0,4.0,45.0,0,4.0,31.0,8.0,0.312,0.374,0.518,0.892,95.0,0.20600000000000002,0.062,0.5800000000000001,8.49056603773585,5.849056603773585,1.4516129032258065,0.3,0.2978,546.6666666666666,0.31865828092243187,0.9077380952380952,0.312,149.0,20.0,74.0,130.0,530.0,477.0,95.0,30.0,4.0,80.0,0.374,0.518,45.0,0,4.0,,247.0,9.0,0,0.0,4.0,,91.79693486590038,87.70599999999999
1974,CL,読売ジャイアンツ,11713820,末次　利光,T.Suetsugu,129.0,489.0,440.0,54.0,139.0,25.0,4.0,13.0,211.0,77.0,4.0,0,3.0,7.0,35.0,0,4.0,36.0,21.0,0.316,0.366,0.48,0.846,97.0,0.16399999999999998,0.04999999999999999,0.53,7.157464212678937,7.361963190184049,0.9722222222222222,0.3165829145728643,0.2847,526.0,0.25227272727272726,0.7888198757763976,0.316,139.0,13.0,77.0,129.0,489.0,440.0,97.0,25.0,4.0,54.0,0.366,0.48,35.0,0,4.0,,211.0,4.0,0,3.0,7.0,,77.29263157894736,73.472
1974,CL,東京ヤクルトスワローズ,11813825,船田　和英,K.Funada,119.0,423.0,384.0,38.0,96.0,11.0,2.0,6.0,129.0,32.0,7.0,0,9.0,1.0,27.0,0,2.0,52.0,5.0,0.25,0.302,0.336,0.638,77.0,0.08600000000000002,0.05199999999999999,0.388,6.382978723404255,12.293144208037825,0.5192307692307693,0.27522935779816515,0.21989999999999998,414.0,0.17447916666666666,0.5631399317406144,0.25,96.0,6.0,32.0,119.0,423.0,384.0,77.0,11.0,2.0,38.0,0.302,0.336,27.0,0,2.0,,129.0,7.0,0,9.0,1.0,,38.605839416058394,39.74600000000001
1974,CL,中日ドラゴンズ,1503829,木俣　達彦,T.Kimata,123.0,480.0,438.0,49.0,141.0,25.0,1.0,18.0,222.0,50.0,3.0,0,2.0,0.0,39.0,0,1.0,68.0,18.0,0.322,0.379,0.507,0.886,97.0,0.185,0.056999999999999995,0.5640000000000001,8.125,14.166666666666666,0.5735294117647058,0.3494318181818182,0.2973,548.0,0.2808219178082192,0.8412698412698413,0.322,141.0,18.0,50.0,123.0,480.0,438.0,97.0,25.0,1.0,49.0,0.379,0.507,39.0,0,1.0,,222.0,3.0,0,2.0,0.0,,83.77358490566037,78.09400000000002
1974,CL,横浜DeNAベイスターズ,1903826,中塚　政幸,M.Nakatsuka,129.0,542.0,481.0,76.0,140.0,24.0,3.0,5.0,185.0,37.0,14.0,0,6.0,2.0,53.0,0,0.0,38.0,10.0,0.291,0.36,0.385,0.745,108.0,0.09400000000000003,0.069,0.454,9.778597785977858,7.011070110701106,1.394736842105263,0.3068181818181818,0.25825,488.33333333333326,0.23284823284823286,0.717948717948718,0.291,140.0,5.0,37.0,129.0,542.0,481.0,108.0,24.0,3.0,76.0,0.36,0.385,53.0,0,0.0,,185.0,14.0,0,6.0,2.0,,66.8632958801498,68.19200000000001
1974,CL,阪神タイガース,21123820,池田　純一,J.Ikeda,107.0,405.0,378.0,32.0,95.0,23.0,6.0,6.0,148.0,42.0,5.0,0,5.0,0.0,21.0,0,1.0,57.0,9.0,0.251,0.292,0.392,0.6839999999999999,60.0,0.14100000000000001,0.04099999999999998,0.433,5.185185185185185,14.074074074074074,0.3684210526315789,0.28253968253968254,0.2294,422.66666666666663,0.20899470899470898,0.5993150684931506,0.251,95.0,6.0,42.0,107.0,405.0,378.0,60.0,23.0,6.0,32.0,0.292,0.392,21.0,0,1.0,,148.0,5.0,0,5.0,0.0,,43.02756892230576,41.86600000000001
1974,CL,阪神タイガース,31033822,藤田　平,T.Fujita,100.0,417.0,374.0,51.0,113.0,21.0,2.0,16.0,186.0,47.0,2.0,0,1.0,4.0,30.0,0,8.0,20.0,5.0,0.302,0.363,0.497,0.86,74.0,0.195,0.061,0.558,7.194244604316546,4.796163069544365,1.5,0.28362573099415206,0.28759999999999997,528.6666666666666,0.2807486631016043,0.849624060150376,0.302,113.0,16.0,47.0,100.0,417.0,374.0,74.0,21.0,2.0,51.0,0.363,0.497,30.0,0,8.0,,186.0,2.0,0,1.0,4.0,,65.83663366336634,64.562
1974,CL,中日ドラゴンズ,31633841,谷沢　健一,K.Yazawa,125.0,516.0,466.0,73.0,135.0,31.0,0.0,22.0,232.0,77.0,1.0,0,4.0,4.0,39.0,0,3.0,51.0,7.0,0.29,0.346,0.498,0.844,82.0,0.20800000000000002,0.055999999999999994,0.554,7.55813953488372,9.883720930232558,0.7647058823529411,0.28463476070528965,0.2802,512.0,0.2939914163090129,0.8136094674556213,0.29,135.0,22.0,77.0,125.0,516.0,466.0,82.0,31.0,0.0,73.0,0.346,0.498,39.0,0,3.0,,232.0,1.0,0,4.0,4.0,,79.93663366336634,76.602
1974,CL,横浜DeNAベイスターズ,31733845,J.シピン,J.Sipin,115.0,470.0,408.0,65.0,125.0,12.0,2.0,25.0,216.0,73.0,5.0,0,0.0,2.0,59.0,0,1.0,55.0,19.0,0.306,0.394,0.529,0.923,86.0,0.22300000000000003,0.08800000000000002,0.617,12.553191489361701,11.702127659574469,1.0727272727272728,0.30303030303030304,0.30955,570.3333333333334,0.3799019607843137,0.9304635761589404,0.306,125.0,25.0,73.0,115.0,470.0,408.0,86.0,12.0,2.0,65.0,0.394,0.529,59.0,0,1.0,,216.0,5.0,0,0.0,2.0,,85.1049250535332,82.686
