year,league,team,player_id,player_name_ja,player_name_en,ERA,K-BB%,WHIP,W,L,G,IP,SV,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,K%,BB%,WP,BK
1973,PL,阪急ブレーブス,71173808,足立　光宏,,0.61,-21.2,2.14,4,6,27,103.0,,443,103,,117,,20,23,7,0,,,3,0,0.4,5.2,26.4,6,41
1973,PL,阪急ブレーブス,71173841,新井　良夫,,0.0,-17.3,1.9,2,2,51,111.2,,451,111,0,100,,9,22,0,3,,,1,0,0.5,4.9,22.2,2,55
1973,PL,阪急ブレーブス,51353843,今井　雄太郎,,0.0,-26.7,2.67,1,0,6,6.0,,30,6,,10,,0,2,0,0,,,0,0,1.0,6.7,33.3,0,2
1973,PL,阪急ブレーブス,91793809,梶本　隆夫,,0.0,-22.2,2.29,3,0,17,19.2,,90,19,0,25,,2,5,0,3,,,0,0,1.0,5.6,27.8,1,12
1973,PL,阪急ブレーブス,81583843,児玉　好弘,,0.0,-21.7,2.13,4,4,30,51.2,,217,51,0,58,,5,11,0,1,,,0,0,0.5,5.1,26.7,2,18
1973,PL,阪急ブレーブス,31933826,竹村　一義,,0.0,-24.4,2.16,0,0,9,10.2,,45,10,0,12,,2,1,0,0,,,0,0,0.0,2.2,26.7,1,11
1973,PL,阪急ブレーブス,51053829,戸田　善紀,,0.13,-15.0,1.95,8,9,39,138.2,,572,138,0,131,,19,45,2,2,,,1,0,0.471,7.9,22.9,1,71
1973,PL,阪急ブレーブス,21023822,牧　憲二郎,,0.0,-16.7,3.0,0,0,1,1.0,,6,1,,2,,0,1,0,0,,,0,0,0.0,16.7,33.3,0,0
1973,PL,阪急ブレーブス,91293820,三好　幸雄,,0.0,-12.1,1.97,1,3,17,40.1,,173,40,0,39,,7,18,0,1,,,0,0,0.25,10.4,22.5,2,14
1973,PL,阪急ブレーブス,71273824,水谷　孝,,0.13,-16.7,1.93,12,4,30,138.0,,568,138,,129,,13,34,2,2,,,9,2,0.75,6.0,22.7,4,66
1973,PL,阪急ブレーブス,21023826,宮本　幸信,,0.0,-4.8,1.84,4,4,17,61.0,,270,61,,51,,5,38,0,1,,,1,1,0.5,14.1,18.9,3,37
1973,PL,阪急ブレーブス,51253828,山田　久志,,0.04,-17.4,1.94,15,10,36,207.1,,845,207,0,194,,32,47,1,1,,,12,1,0.6,5.6,23.0,3,99
1973,PL,阪急ブレーブス,83183802,米田　哲也,,0.21,-13.3,1.85,15,3,32,175.1,,727,175,0,149,,14,52,4,5,,,11,3,0.833,7.2,20.5,9,103
1973,PL,南海ホークス,41143843,池内　豊,,0.0,-9.1,2.0,0,0,3,5.0,,22,5,,5,,1,3,0,0,,,0,0,0.0,13.6,22.7,0,1
1973,PL,南海ホークス,01303843,江本　孟紀,,0.41,-9.2,1.77,12,14,34,217.1,,889,217,0,167,,17,85,10,5,,,12,5,0.462,9.6,18.8,11,95
1973,PL,南海ホークス,01303845,門田　純良,,0.0,1.5,1.72,2,0,6,15.1,,68,15,0,11,,2,12,0,0,,,0,0,1.0,17.6,16.2,0,7
1973,PL,南海ホークス,21723841,佐藤　道郎,,0.35,-14.7,1.9,11,12,60,130.1,,536,130,0,117,,14,38,5,1,,,1,0,0.478,7.1,21.8,3,76
1973,PL,南海ホークス,81983841,中山　孝一,,0.4,-10.3,1.85,1,3,16,68.1,,282,68,0,58,,10,29,3,3,,,0,0,0.25,10.3,20.6,2,48
1973,PL,南海ホークス,41043829,西川　克弘,,0.0,-10.1,2.03,1,1,22,39.0,,178,39,,40,,6,22,0,1,,,0,0,0.5,12.4,22.5,1,20
1973,PL,南海ホークス,81983826,西岡　三四郎,,0.13,-17.8,2.01,12,8,30,200.1,,837,200,0,203,,15,54,3,0,,,10,1,0.6,6.5,24.3,7,55
1973,PL,南海ホークス,51053845,野崎　恒男,,0.75,-16.8,2.46,0,1,17,36.2,,179,36,0,53,,5,23,3,1,,,0,0,0.0,12.8,29.6,0,11
1973,PL,南海ホークス,51253841,松原　明夫,,0.26,-10.8,1.93,7,7,27,140.2,,592,140,0,130,,10,66,4,1,,,6,1,0.5,11.1,22.0,7,56
1973,PL,南海ホークス,41043827,村上　雅則,,0.0,-16.9,2.15,2,4,23,65.2,,295,65,0,75,,8,25,0,1,,,0,0,0.333,8.5,25.4,7,27
1973,PL,南海ホークス,31233828,山内　新一,,0.04,-13.9,1.9,20,8,36,243.0,,1015,243,,219,,26,78,1,2,,,14,4,0.714,7.7,21.6,9,85
1973,PL,大阪近鉄バファローズ,01103826,五十嵐　英夫,,0.0,-12.4,1.83,1,1,11,25.1,,105,25,0,21,,1,8,0,1,,,0,0,0.5,7.6,20.0,1,10
1973,PL,大阪近鉄バファローズ,91193847,井本　隆,,0.78,-10.0,2.42,0,0,19,23.1,,120,23,0,33,,4,21,2,1,,,0,0,0.0,17.5,27.5,0,15
1973,PL,大阪近鉄バファローズ,11513824,大場　隆広,,0.0,-12.8,2.8,0,0,12,8.2,,47,8,0,15,,0,9,0,2,,,0,0,0.0,19.1,31.9,0,2
1973,PL,大阪近鉄バファローズ,21323828,岡田　光雄,,0.0,-23.4,2.4,0,0,7,10.0,,47,10,,14,,3,3,0,0,,,0,0,0.0,6.4,29.8,0,1
1973,PL,大阪近鉄バファローズ,61363841,太田　幸司,,0.05,-10.8,1.84,6,14,40,192.0,,803,192,,161,,21,74,1,3,,,4,1,0.3,9.2,20.0,9,113
1973,PL,大阪近鉄バファローズ,01503824,加藤　英夫,,0.26,-16.7,2.03,0,0,21,35.0,,150,35,,36,,2,11,1,0,,,0,0,0.0,7.3,24.0,3,23
1973,PL,大阪近鉄バファローズ,61563841,神部　年男,,0.0,-9.3,1.82,7,7,26,106.2,,430,106,0,87,,5,47,0,2,,,3,0,0.5,10.9,20.2,2,48
