year,league,team,player_id,player_name_ja,player_name_en,ERA,K-BB%,WHIP,W,L,G,IP,SV,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,K%,BB%,WP,BK
1956,CL,読売ジャイアンツ,51153800,青木　稔,,0.0,-19.4,2.25,0,0,5,8.0,,36,8,,10,,1,3,0,0,,,0,0,0.0,8.3,27.8,0,6
1956,CL,読売ジャイアンツ,41143805,入谷　正典,,0.0,-26.3,2.28,0,0,7,18.0,,76,18,,23,,1,3,0,0,,,0,0,0.0,3.9,30.3,0,6
1956,CL,読売ジャイアンツ,41743801,大友　工,,0.0,-11.6,1.65,12,7,29,155.0,,585,155,,100,,8,32,0,1,,,6,2,0.632,5.5,17.1,1,84
1956,CL,読売ジャイアンツ,51753802,木戸　美摸,,0.0,-16.6,1.78,3,1,25,73.1,,277,73,0,57,,8,11,0,2,,,1,1,0.75,4.0,20.6,0,20
1956,CL,読売ジャイアンツ,21923800,国松　彰,,0.0,11.8,2.27,0,0,2,2.2,,17,2,0,3,,1,5,0,0,,,0,0,0.0,29.4,17.6,0,2
1956,CL,読売ジャイアンツ,51053802,添島　時人,,0.0,-20.0,2.0,0,0,1,1.0,,5,1,,1,,0,0,0,0,,,0,0,0.0,0.0,20.0,1,0
1956,CL,読売ジャイアンツ,01703878,中尾　碩志,,0.0,-16.0,1.98,5,7,29,93.2,,400,93,0,92,,4,28,0,1,,,3,2,0.417,7.0,23.0,3,41
1956,CL,読売ジャイアンツ,31933895,別所　毅彦,,0.0,-16.7,1.83,27,15,54,340.1,,1327,340,0,282,,11,60,0,0,,,26,5,0.643,4.5,21.3,5,185
1956,CL,読売ジャイアンツ,23323800,堀内　庄,,0.0,-8.4,1.66,14,4,37,190.2,,742,190,0,125,,7,63,0,1,,,7,4,0.778,8.5,16.8,2,143
1956,CL,読売ジャイアンツ,53353809,安原　達佳,,0.0,-15.2,1.83,15,7,45,216.0,,870,216,,179,,14,47,0,2,,,8,1,0.682,5.4,20.6,2,89
1956,CL,読売ジャイアンツ,63163802,義原　武敏,,0.19,-7.6,1.84,6,3,34,97.0,,408,97,,81,,2,50,2,1,,,1,1,0.667,12.3,19.9,2,66
1956,CL,阪神タイガース,71873802,井崎　勤也,,0.0,-1.3,1.68,0,1,5,19.0,,77,19,,13,,1,12,0,0,,,0,0,0.0,15.6,16.9,0,5
1956,CL,阪神タイガース,81383802,梅本　正之,,0.0,-15.4,1.5,0,0,2,4.0,,13,4,,2,,0,0,0,0,,,0,0,0.0,0.0,15.4,0,4
1956,CL,阪神タイガース,11513807,大崎　三男,,0.0,-15.7,1.71,25,14,63,342.1,,1284,342,0,243,,16,41,0,0,,,12,3,0.641,3.2,18.9,5,159
1956,CL,阪神タイガース,01303898,駒田　桂二,,0.0,-17.9,1.9,1,0,5,20.0,,78,20,,18,,1,4,0,0,,,1,1,1.0,5.1,23.1,0,5
1956,CL,阪神タイガース,31933807,小山　正明,,0.04,-11.0,1.58,17,13,59,232.1,,858,232,0,134,,8,40,1,3,,,8,4,0.567,4.7,15.6,4,220
1956,CL,阪神タイガース,91993802,佐藤　敬典,,0.0,-25.0,20.0,0,0,1,0.2,,8,0,0,4,,0,2,0,0,,,0,0,0.0,25.0,50.0,0,0
1956,CL,阪神タイガース,91693809,西尾　慈高,,0.0,-11.7,1.82,3,3,29,89.2,,366,89,0,73,,4,30,0,3,,,1,1,0.5,8.2,19.9,3,47
1956,CL,阪神タイガース,51853800,西村　一孔,,0.0,-9.6,1.61,7,3,23,104.1,,394,104,0,64,,6,26,0,1,,,1,1,0.7,6.6,16.2,0,89
1956,CL,阪神タイガース,61263802,西　五十六,,0.0,-10.5,1.95,1,1,5,8.2,,38,8,0,8,,2,4,0,1,,,0,0,0.5,10.5,21.1,0,2
1956,CL,阪神タイガース,31433802,西垣　一,,0.0,6.2,1.46,0,0,1,4.1,,16,4,0,2,,0,3,0,0,,,0,0,0.0,18.8,12.5,0,2
1956,CL,阪神タイガース,81783891,藤村　隆男,,0.0,-10.3,1.67,3,7,26,84.0,,329,84,,56,,5,22,0,0,,,1,0,0.3,6.7,17.0,2,33
1956,CL,阪神タイガース,73573800,宮崎　逸人,,0.0,-22.1,2.11,0,0,9,18.0,,77,18,,20,,3,3,0,1,,,0,0,0.0,3.9,26.0,1,15
1956,CL,阪神タイガース,41843807,渡辺　省三,,0.0,-17.7,1.8,22,8,52,260.1,,1001,260,0,207,,4,30,0,0,,,7,4,0.733,3.0,20.7,2,84
1956,CL,広島東洋カープ,81283805,大田垣　喜夫,,0.04,-15.7,1.89,13,22,48,247.0,,1006,247,,219,,18,61,1,4,,,9,3,0.371,6.1,21.8,5,112
