"player_id","name_ja"
"21823886","Ｊ．マラベ"
"21825111","Ｒ．ベタンコート"
"21825113","Ｄ．ドスター"
"21825115","Ｄ．Ｔ．クローマー"
"21825119","Ｍ．ワトソン"
"21923827","パーム"
"21923867","テリーリー"
"23123881","Ｆ．バニスター"
"23123883","Ｒ．Ｊ．レイノルズ"
"23123884","Ｒ．ペンバートン"
"23123885","Ｄ．モトリー"
"23123886","Ｄ．メイ"
"23123888","Ｒ．デハート"
"23125111","Ｏ．マルセド"
"23125113","Ｄ．メイ"
"23125115","Ｄ．ホワイト"
"23125117","Ｔ．ベッツ"
"23325111","Ｅ．ノット"
"23325113","Ｔ．エバンス"
"23325115","Ｍ．バルガス"
"23325117","Ｂ．マレット"
"23523809","Ｓ．レッカ"
"23823868","Ｍ．ディアズ"
"31033861","Ｒ．ホワイト"
"31033862","Ｐ．パットナム"
"31033863","Ｉ．ハンプトン"
"31033864","Ｂ．ホーナー"
"31133808","Ｂ．アレキサンダー"
"31133825","Ｆ．アグリー"
"31133826","Ｇ．アルトマン"
"31133829","アスプロ"
"31133840","Ｍ．アンドリウス"
"31133846","Ｃ．アーノルド"
"31133849","Ｇ．アマーン"
"31133864","Ｊ．アドゥチ"
"31133865","Ｋ．アレン"
"31133867","Ｔ．アイルランド"
"31233826","Ａ．ロペス"
"31233829","Ｓ．パリス"
"31233847","Ｊ．レドモン"
"31233849","Ｒ．ロリッチ"
"31233862","Ｃ．ポンセ"
"31333820","Ｌ．ウォールス"
"31333840","Ｄ．ジョンソン"
"31333864","Ｂ．カスティーヨ"
"31433825","Ｌ．ドビー"
"31433869","Ｄ．レーシッチ"
"31433880","Ｋ．ミッチェル"
"31433889","Ｌ．スチーブンス"
"31533845","Ｊ．クオルス"
"31533847","Ｆ．コギンス"
"31533848","Ｂ．ジョーンズ"
"31533869","Ｗ．クロマティ"
"31633880","Ｍ．バークベック"
"31633882","Ｓ．ライディ"
"31633884","ルイス"
"31633886","Ｄ．ウィルソン"
"31633887","タイゲイニー"
"31633889","Ｈ．コトー"
"31635111","Ｎ．エルビラ"
"31733845","Ｊ．シピン"
"31733861","Ｓ．ジェームス"
"31733865","Ｇ．ダットサン"
"31833885","Ｋ．トーベ"
"31833886","Ｒ．トンプソン"
"31833887","Ｍ．ステアーズ"
"31835111","Ｊ．バリー"
"31835113","Ｓ．サンダース"
"31835115","Ｃ．シールバック"
"31933829","Ｄ．スペンサー"
"31933841","Ｊ．セルフ"
"31933842","Ｃ．マニエル"
"31933862","デビッド"
"31933866","バークレオ"
"33133884","Ｂ．マクドナルド"
"33133888","Ｅ．デセンス"
"33135111","Ｂ．ラジオ"
"33135113","Ｗ．フリント"
"33135115","Ｒ．ベルトラン"
"33135117","Ｂ．ネルソン"
"33333800","Ｄ．ブッサン"
"33333881","Ｍ．ヤング"
"33333883","Ｌ．タネル"
"33333886","マーク"
"33335111","Ｅ．ギャラード"
"33335113","Ｃ．ヘイニー"
"33335117","Ｄ．ランドクィスト"
"37333868","Ｇ．ホフマン"
"41043820","Ｃ．フェルナンデス"
"41043844","Ｊ．リンド"
"41043845","Ｚ．ベルサイエス"
"41043862","Ｔ．ブリューワ"
"41043866","Ｂ．デイエット"
"41043867","バンプ"
"41143846","Ｄ．ウォルトン"
"41143865","Ｌ．ウルフ"
"41243823","ピート"
"41243864","Ｓ．レスカーノ"
"41243880","Ｄ．ジャクソン"
"41243889","Ｄ．ヘンリー"
"41343827","Ｂ．グリヒン"
"41343848","Ｒ．クルーガー"
"41443825","ニューク"
"41443841","Ｂ．モートン"
"41443863","Ｃ．ライアン"
"41443882","ジャック"
"41443883","Ｅ．ウィリアムス"
"41443888","Ｐ．ゴンザレス"
"41443889","Ｆ．キャブレラ"
"41543840","Ｂ．マルカーノ"
"41543863","Ｒ．コージ"
"41543868","ジョージ"
"41643882","Ｗ．チェンバレン"
"41643884","Ｊ．ブルックス"
"41643886","Ａ．ケサダ"
"41643887","Ｌ．メディーナ"
"41643888","Ｍ．フランクリン"
"41743807","Ｒ．ゲインズ"
"41743840","ローン"
"41743842","Ｊ．ブリッグス"
"41743843","Ｅ．ジョンソン"
"41743844","Ｒ．ハンセン"
"41743867","Ｓ．ストローター"
"41743883","Ｍ．ウイン"
"41843805","Ｂ．ワイヤット"
"41843885","Ｃ．ケアリー"
"41843886","Ｎ．ミンチー"
"41845111","Ｊ．ボール"
"41845113","Ａ．ニューマン"
"41845115","Ｍ．バークハート"
"41845119","Ｔ．ホッジス"
"41943825","ジェンク"
"41943828","Ｓ．フォックス"
"41943846","Ｃ．メイ"
"41943847","Ｊ．ペピトーン"
"41943861","Ｓ．パラーゾ"
"41943867","Ｊ．トレーシー"
"41943869","Ｃ．ナイマン"
"43143800","Ｂ．ピンカード"
"43143881","Ｊ．トレーバー"
"43143883","Ｔ．バートサス"
"43143885","Ｊ．パリデス"
"43143888","Ｍ．ランデル"
"43145111","Ｔ．フェルナンデス"
"43145113","Ｔ．ヤング"
"43145115","Ｆ．クレスポ"
"43145117","Ｌ．ポート"
"43343881","Ｒ．ゴセージ"
"43345111","Ｅ．ラドウィック"
"43345117","Ｃ．レイサム"
"51053827","Ｊ．マーシャル"
"51053861","Ｂ．ボウクレア"
"51053866","Ｍ．イースラー"
"51153849","Ｍ．アルー"
"51253805","Ｊ．ニューベリー"
"51253847","ロジャー"
"51253872","スタルヒン"
"51353883","Ｓ．アンダーソン"
"51453809","Ｊ．ドゥール"
"51453841","Ｊ．ミラー"
"51453880","Ｅ．ヒルマン"
"51453882","Ｂ．ガルベス"
"51553826","Ｍ．キーオ"
"51553828","Ｊ．ゲインズ"
"51553840","Ｒ．バチスタ"
"51553844","スティーブ"
"51553862","ゲーリー"
"51553864","Ｒ．ジョンソン"
"51653880","Ｂ．ブリトー"
"51653882","Ｌ．アキーノ"
"51653884","Ｂ．セルビー"
"51653886","Ｍ．エーカー"
"51653887","Ｒ．シュー"
"51653888","Ｅ．ディアス"
"51653889","Ｃ．リベラ"
"51655111","Ｋ．オーミー"
"51655119","Ｈ．メルカド"
"51753845","Ｆ．ジョンソン"
"51753861","スティーブ"
"51753867","Ｓ．シャーリー"
"51753869","Ｃ．スミス"
"51853807","Ｌ．レインズ"
"51853825","Ｊ．マック"
"51853884","Ｌ．オルティス"
"51853885","Ｍ．マーシャル"
"51853886","Ｔ．ドリスキル"
"51853887","Ｍ．ブラントリー"
"51853888","Ｆ．ボーリック"
"51855111","Ｇ．ハンセル"
"51855113","Ｊ．ズーバー"
"51855115","Ｓ．シェルドン"
"51953844","ブレット"
"51953863","テリー"
"51953865","Ｌ．ハーロー"
"51953869","Ｒ．デュラン"
"53153881","Ｂ．ディステファーノ"
"53153884","デビット"
"53153885","Ｌ．モスビー"
"53153886","Ｐ．レフトウィッチ"
"53153888","Ｒ．ペドラザ"
"53155111","Ｒ．ラミレズ"
"53155113","Ｅ．ペレス"
"53155115","Ｔ．ムーア"
"53155117","Ｊ．ハースト"
"53353825","Ｆ．リック"
"53353881","ウィッグス"
"53355111","Ｊ．ハートキー"
"53355113","Ｊ．クベンカ"
"53355115","Ｅ．ヤング"
"53555117","Ｊ．リガン"
"61063827","Ｆ．ヤシック"
"61063843","バート"
"61063860","Ｊ．ヒックス"
"61063867","Ｒ．バース"
"61163864","Ｂ．オグリビー"
"61163866","Ｒ．ジョーンズ"
"61163883","Ｐ．ブラッドリー"
"61263827","Ｔ．ロイ"
"61263829","Ｒ．ベルトイア"
"61263866","Ｂ．マドロック"
"61263880","Ｔ．ニール"
"61263882","Ｌ．ロペス"
"61263889","Ｄ．ジェームズ"
"61363862","Ｄ．グッドウィン"
"61363863","Ａ．ガードナー"
"61363866","Ｔ．ハーパー"
"61463843","Ｊ．リナレス"
"61463862","Ｄ．ローマン"
"61463863","Ｐ．ラコック"
"61463880","Ｔ．ブロス"
"61463882","Ｓ．クーパー"
"61463883","Ｍ．ラガ"
"61463884","Ｐ．クラーク"
"61463888","Ａ．シアンフロッコ"
"61463889","Ｍ．ハートリー"
"61465111","Ｂ．ウォルコット"
"61563822","Ｇ．スチブンス"
"61563844","Ｗ．デービス"
"61563849","Ｍ．ケキッチ"
"61563863","Ｄ．ゴンザレス"
"61663882","Ｄ．ウィットモア"
"61663884","Ｄ．ホージー"
"61663886","Ｅ．シュールストロム"
"61663887","Ｒ．ローズ"
"61663888","Ｂ．ブレイディー"
"61665111","Ｂ．ツイドリー"
"61665113","Ｆ．ガルシア"
"61665119","Ｈ．カラスコ"
"61763821","Ｍ．ソロムコ"
"61763841","Ｃ．ジョーンズ"
"61763842","Ｈ．ブリーデン"
"61763844","バディ"
"61763845","Ｂ．ソーレル"
"61763865","Ｄ．デントン"
"61763867","Ｒ．スミス"
"61863884","Ｊ．ラフィン"
"61863885","Ｌ．シーツ"
"61863886","Ｌ．ムートン"
"61863888","Ｅ．レイノソ"
"61865113","Ｊ．ハースト"
"61865115","Ｍ．バルデス"
"61865119","Ｒ．マイヤーズ"
"61963843","ティロット"
"61963849","Ｇ．マーチン"
"61963865","マーク"
"63163881","Ｊ．マイヤー"
"63163883","Ｊ．リード"
"63163886","Ｂ．シャウス"
"63163888","Ｎ．リリアーノ"
"63165111","Ｒ．ジェファーソン"
"63165117","Ｍ．ホワイトサイド"
"63363868","Ｃ．フィルダー"
"63363881","Ｍ．ロックフォード"
"63365111","Ｒ．タティス"
"63365113","Ｈ．アルモンテ"
"63365117","Ｎ．ロドリゲス"
"63763868","Ｗ．アップショー"
"71073822","Ｃ．ボレス"
"71073842","Ｃ．ライト"
"71073843","ニコラス"
"71073845","Ｔ．ハンキンス"
"71173840","Ｂ．ウイリアムス"
"71173862","アニマル"
"71273865","Ｍ．ラム"
"71273866","Ｔ．バナザード"
"71273869","Ｊ．ホワイト"
"71273880","Ｓ．マック"
"71273883","Ｂ．ベイス"
"71373829","ウインディ"
"71373849","Ｒ．オースチン"
"71373863","Ｄ．オルト"
"71473880","Ｊ．フランコ"
"71473882","Ｊ．マント"
"71473884","Ｎ．ウィルソン"
"71473889","Ｊ．クラーク"
"71475119","Ｍ．キンケード"
"71573807","Ｌ．カイリー"
"71573843","Ｂ．クリスチャン"
"71573848","Ｊ．スコット"
"71573862","Ｌ．サンチェ"
"71573867","Ｈ．クルーズ"
"71673825","Ｋ．ハドリ"
"71673882","Ｃ．ドネルス"
"71673884","Ｒ．ニコルズ"
"71673886","Ｒ．オレラーノ"
"71673887","Ｍ．ホール"
"71673888","Ｆ．デラクルーズ"
"71673889","Ｊ．バラー"
"71675111","Ｄ．カールソン"
"71675119","Ｒ．モレル"
"71773847","Ｂ．テーラー"
"71773863","Ｃ．スパイクス"
"71873807","Ａ．ロング"
"71873825","マニー"
"71873884","ロバート"
"71873885","マックス"
"71873886","Ｄ．ハンセン"
"71875111","Ｍ．バンチ"
"71875115","Ｒ．スタニファー"
"71875117","Ａ．エチェバリア"
"71973827","Ｂ．ニーマン"
"71973846","Ｆ．ミヤーン"
"71973847","Ｊ．ヒックス"
"71973861","Ｍ．デュプリー"
"71973863","Ｐ．デード"
"71973864","Ｓ．ハモンド"
"71973869","Ｒ．デービス"
"73173881","バンスロー"
"73173884","Ｒ．シークリスト"
"73173888","Ａ．ジンター"
"73175111","Ｄ．レモン"
"73175113","Ｍ．ホージマー"
"73375111","Ｂ．バンクス"
"73375113","Ｓ．バーグマン"
"73375115","Ｃ．ホルト"
"73375117","Ｃ．ブロック"
"73575117","Ｊ．フィリップス"
"75673868","Ｐ．ドッドソン"
"77173868","Ｔ．ブラウン"
"77373868","Ｇ．リベラ"
"81083845","Ｌ．マックファーデン"
"81083860","Ａ．ビーン"
"81083869","Ｍ．ブラント"
"81183847","Ｊ．ウィリアム"
"81283808","Ｇ．ミケンズ"
"81283825","Ｎ．テスタ"
"81283880","Ｄ・Ｊ"
"81283882","Ａ．ソリアーノ"
"81283889","Ｒ．ディアー"
"81383822","Ｄ．ジマー"
"81383862","Ｄ．グリーン"
"81383883","Ｍ．ライアル"
"81483843","Ｊ．ワーハス"
"81483863","Ｓ．ラム"
"81483880","モンテ"
"81483882","ホセ"
"81483884","Ｍ．グリーンウェル"
"81483888","Ｍ．ジョンソン"
"81483889","Ｈ．ミューレン"
"81485111","Ｓ．ウルソー"
"81485119","Ｂ．マーチン"
"81683882","クレイグ"
"81683884","Ｄ．マルティネス"
"81683886","Ｋ．ジャービス"
"81683887","Ｇ．ブラッグス"
"81683888","Ｇ．ブロッサー"
"81685111","ディンゴ"
"81685113","Ｉ．クルーズ"
"81685119","Ｐ．ウォーカー"
"81783828","Ｌ．トーマス"
"81783844","Ｊ．ピアース"
"81783846","フレッド"
"81783848","Ｊ．マルーフ"
"81883809","Ｊ．マケーブ"
"81883884","Ｊ．ボニチ"
"81883885","Ｃ．マルチネス"
"81883886","Ｂ．ラービー"
"81883888","Ｒ．ペレス"
"81885113","Ｐ．バルデス"
"81885115","Ｐ．フリューリー"
"81983829","チャック"
"81983843","Ｊ．テータム"
"81983847","Ｍ．マクガイア"
"81983848","Ｓ．ユーイング"
"83183881","Ｍ．ウインタース"
"83183883","Ｄ．ゴンザレス"
"83183885","Ａ．デービス"
"83183886","Ｅ．アンソニー"
"83183888","Ｒ．バチェラー"
"83185111","Ｃ．ロバーツ"
"83185113","Ｊ．ビティエロ"
"83185115","Ｒ．ラミーレス"
"83385117","Ｊ．サンタナ"
"91093842","Ｍ．ラインバック"
"91093846","Ｊ．リス"
"91093860","バンボ"
"91093863","Ｊ．ピータース"
"91093865","Ｋ．モッカ"
"91193840","Ｇ．カルバー"
"91293800","Ａ．スピアマン"
"91293823","バウアー"
"91293841","Ｃ．ボイヤー"
"91293866","Ｇ．ライト"
"91293869","Ｄ．マネー"
"91293880","グレン"
"91393843","Ｊ．エイデア"
"91393864","Ｍ．キーオ"
"91393866","Ｂ．ギブソン"
"91493802","Ｇ．パレニイ"
"91493805","Ｊ．ブリットン"
"91493806","Ｊ．ラドラ"
"91493820","Ｎ．ラーカー"
"91493866","Ｒ．ブライアント"
"91493880","Ｐ．インカビリア"
"91493884","Ｄ．ウエスト"
"91493889","Ｍ．パグリアルーロ"
"91593807","Ｌ．カスパラビッチ"
"91593848","Ｌ．スタントン"
"91593860","Ｒ．ゲイル"
"91593861","Ｔ．クルーズ"
"91593869","Ｍ．コーリー"
"91693825","Ｇ．バッキー"
"91693829","Ｊ．ローガン"
"91693884","Ｇ．パークル"
"91693886","Ｇ．カラーラ"
"91693887","Ｒ．ハドラー"
"91693888","Ｄ．ハートグレイブス"
"91693889","Ｒ．ブリューワ"
"91695111","Ｃ．カンバーランド"
"91793821","Ｊ．スタンカ"
"91793825","グルン"
"91793866","Ｂ．ガリクソン"
"91893800","Ｒ．バルボン"
"91893884","Ｓ．デニス"
"91893885","Ｍ．ブラウン"
"91893886","Ｈ．プリアム"
"91893888","Ａ．ポゾ"
"91895111","カルロス"
"91895113","Ｏ．ティモンズ"
"91895119","Ｂ．ボイルズ"
"91993841","Ｊ．テハダ"
"91993842","Ｂ．ミッチェル"
"91993847","Ｄ．ビュフォード"
"91993848","Ｔ．ミューサー"
"91993849","Ｆ．ハワード"
"91993863","Ｇ．トマソン"
"91993866","Ｄ．ウイリアムズ"
"91993869","Ｊ．ドイル"
"91993883","Ｒ．ヤング"
"93193881","Ｄ．シュルジー"
"93193884","Ｊ．テータム"
"93193885","Ｆ．ペルドモ"
"93193886","ウィン"
"93195111","Ｔ．ロブロ"
"93195113","Ｓ．マクレーン"
"93195115","Ｂ．ロドリゲス"
"93195117","Ｒ．ブラウン"
"93393881","Ｄ．ヘンゲル"
"93395111","Ｔ．ブロウズ"
"93395113","Ａ．サンダース"
"95293868","Ｌ．パリッシュ"
"97393868","Ｒ．デービス"
