year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
2022,CL,阪神タイガース,,アルカンタラ,,39,38.1,1,3,1,4.7,156,38,5,8,0,1,29,20,21,17,18,0,0,0.25,0,0
2022,CL,阪神タイガース,,青柳 晃洋,,24,162.1,13,4,0,2.05,644,126,7,32,4,8,132,37,46,0,0,4,2,0.765,0,0
2022,CL,阪神タイガース,,秋山 拓巳,,5,23.0,1,3,0,5.48,101,29,1,3,0,0,15,14,15,0,0,0,0,0.25,1,0
2022,CL,阪神タイガース,,石井 大智,,18,24.0,0,1,0,0.75,94,11,2,9,2,2,24,2,4,0,0,0,0,0.0,2,0
2022,CL,阪神タイガース,,伊藤 将司,,20,136.2,9,5,0,2.63,539,119,10,22,3,2,92,40,45,0,0,6,2,0.643,1,0
2022,CL,阪神タイガース,,岩崎 優,,57,55.0,1,6,28,1.96,239,63,1,10,1,2,44,12,16,11,12,0,0,0.143,0,0
2022,CL,阪神タイガース,,岩貞 祐太,,53,42.0,2,1,0,2.57,176,34,1,12,1,2,38,12,16,11,13,0,0,0.667,1,0
2022,CL,阪神タイガース,,ウィルカーソン,,14,70.2,5,5,0,4.08,292,70,4,21,1,1,54,32,32,0,0,0,0,0.5,0,0
2022,CL,阪神タイガース,,小川 一平,,6,24.2,0,2,0,4.38,100,16,3,9,2,3,22,12,12,0,0,0,0,0.0,1,0
2022,CL,阪神タイガース,,尾仲 祐哉,,1,2.0,0,0,0,9.0,11,4,0,1,1,0,2,2,2,0,0,0,0,0.0,0,0
2022,CL,阪神タイガース,,小野 泰己,,5,5.0,0,0,0,1.8,25,7,1,3,0,0,7,1,3,0,0,0,0,0.0,0,0
2022,CL,阪神タイガース,,及川 雅貴,,1,1.0,0,0,0,9.0,4,1,1,0,0,0,0,1,1,0,0,0,0,0.0,0,0
2022,CL,阪神タイガース,,ガンケル,,16,92.1,5,5,0,2.73,372,80,6,16,1,3,52,28,32,0,0,1,0,0.5,1,0
2022,CL,阪神タイガース,,加治屋 蓮,,39,29.2,0,2,0,2.43,128,26,1,13,2,1,30,8,8,7,7,0,0,0.0,1,0
2022,CL,阪神タイガース,,桐敷 拓馬,,7,14.1,0,3,0,5.02,65,20,2,4,2,0,16,8,8,0,0,0,0,0.0,0,0
2022,CL,阪神タイガース,,ケラー,,34,32.2,3,2,3,3.31,128,25,2,5,0,2,46,12,12,5,8,0,0,0.6,0,0
2022,CL,阪神タイガース,,小林 慶祐,,10,11.1,0,0,0,1.59,47,12,1,4,1,0,9,2,2,0,0,0,0,0.0,0,0
2022,CL,阪神タイガース,,才木 浩人,,9,47.0,4,1,0,1.53,186,40,4,11,1,0,43,8,10,0,0,1,1,0.8,0,0
2022,CL,阪神タイガース,,齋藤 友貴哉,,20,23.1,0,1,0,5.01,107,23,2,10,0,3,27,13,14,0,0,0,0,0.0,0,0
2022,CL,阪神タイガース,,島本 浩也,,15,14.0,0,0,0,2.57,56,12,1,2,0,0,11,4,4,2,2,0,0,0.0,0,0
2022,CL,阪神タイガース,,西 純矢,,14,77.1,6,3,0,2.68,309,67,7,19,0,1,60,23,24,0,0,1,0,0.667,2,0
2022,CL,阪神タイガース,,西 勇輝,,23,148.1,9,9,0,2.18,599,132,8,26,3,5,93,36,40,0,0,2,2,0.5,2,0
2022,CL,阪神タイガース,,馬場 皐輔,,7,7.0,0,1,0,5.14,36,12,1,3,2,0,7,4,4,0,0,0,0,0.0,2,0
2022,CL,阪神タイガース,,浜地 真澄,,52,47.1,1,3,0,1.14,181,38,3,5,1,0,38,6,9,21,22,0,0,0.25,0,0
2022,CL,阪神タイガース,,藤浪 晋太郎,,16,66.2,3,5,0,3.38,276,58,6,21,1,3,65,25,28,0,1,0,0,0.375,5,0
2022,CL,阪神タイガース,,森木 大智,,2,8.2,0,2,0,6.23,37,9,0,3,2,0,6,6,8,0,0,0,0,0.0,0,0
2022,CL,阪神タイガース,,湯浅 京己,,59,58.0,2,3,0,1.09,221,38,1,12,0,0,67,7,7,43,45,0,0,0.4,2,0
2022,CL,阪神タイガース,,渡邉 雄大,,32,18.1,3,1,0,2.45,72,16,2,4,1,1,18,5,5,10,13,0,0,0.75,0,0
2022,CL,広島東洋カープ,,アンダーソン,,13,70.0,3,4,0,3.6,293,61,9,23,0,3,59,28,32,0,0,0,0,0.429,0,0
2022,CL,広島東洋カープ,,一岡 竜司,,10,8.2,1,0,0,2.08,41,15,0,1,0,0,7,2,2,1,2,0,0,1.0,0,0
