year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
2004,PL,埼玉西武ライオンズ,31135111,青木　勇人,,4,5.0,0,0,0,8.0,28,5,,9,,2,4,0,1,,,0,0,0.0,0,7
2004,PL,埼玉西武ライオンズ,01105113,東　和政,,3,5.0,0,0,0,9.0,29,5,,14,,2,1,0,0,,,0,0,0.0,0,2
2004,PL,埼玉西武ライオンズ,31133889,石井　貴,,14,69.2,1,5,0,49.0,321,69,0,82,,6,28,2,1,,,0,0,0.167,5,35
2004,PL,埼玉西武ライオンズ,41145111,内薗　直樹,,1,0.2,0,0,0,2.0,7,0,0,3,,0,2,0,0,,,0,0,0.0,0,0
2004,PL,埼玉西武ライオンズ,61365113,大沼　幸二,,36,95.2,4,6,3,54.0,429,95,0,100,,14,48,0,3,,,1,1,0.4,1,74
2004,PL,埼玉西武ライオンズ,51555113,小野　剛,,11,18.2,0,0,0,12.0,80,18,0,14,,5,11,0,0,,,0,0,0.0,1,15
2004,PL,埼玉西武ライオンズ,31535117,長田　秀一郎,,34,45.1,2,3,0,17.0,188,45,0,35,,2,20,1,2,,,0,0,0.4,1,37
2004,PL,埼玉西武ライオンズ,51555117,小野寺　力,,27,32.0,2,1,0,13.0,139,32,,26,,3,19,0,2,,,0,0,0.667,0,24
2004,PL,埼玉西武ライオンズ,51355119,岡本　篤志,,10,28.0,1,1,0,32.0,143,28,,37,,8,15,0,4,,,0,0,0.5,5,23
2004,PL,埼玉西武ライオンズ,51555111,後藤　光貴,,6,31.2,3,2,0,22.0,148,31,0,38,,6,11,0,2,,,0,0,0.6,4,17
2004,PL,埼玉西武ライオンズ,71973881,潮崎　哲也,,13,12.1,1,0,0,10.0,60,12,0,20,,2,5,0,1,,,0,0,1.0,0,14
2004,PL,埼玉西武ライオンズ,41543886,芝﨑　和広,,12,17.2,2,1,0,16.0,80,17,0,21,,3,5,0,1,,,0,0,0.667,2,6
