year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
2007,CL,阪神タイガース,,相木 崇,,4,3.0,0,0,0,6.0,14,5,0,1,0,0,0,2,2,0,0,0,0,0.0,1,0
2007,CL,阪神タイガース,,安藤 優也,,8,33.0,2,3,0,4.36,141,30,4,14,2,1,17,16,17,1,1,0,0,0.4,1,0
2007,CL,阪神タイガース,,伊代野 貴照,,3,2.0,0,0,0,4.5,8,2,0,0,0,0,4,1,1,0,0,0,0,0.0,0,0
2007,CL,阪神タイガース,,岩田 稔,,4,13.1,0,1,0,5.4,62,15,0,8,0,2,6,8,9,0,0,0,0,0.0,2,0
2007,CL,阪神タイガース,,ウィリアムス,,60,65.1,1,2,0,0.96,247,42,2,16,1,0,66,7,9,42,43,0,0,0.333,0,0
2007,CL,阪神タイガース,,上園 啓史,,17,85.2,8,5,0,2.42,348,70,9,32,2,1,83,23,28,0,0,1,0,0.615,4,0
2007,CL,阪神タイガース,,江草 仁貴,,50,60.0,5,0,0,1.95,269,57,4,33,3,4,82,13,16,5,10,0,0,1.0,1,0
2007,CL,阪神タイガース,,久保田 智之,,90,108.0,9,3,0,1.75,448,97,6,32,2,0,101,21,26,46,55,0,0,0.75,4,0
2007,CL,阪神タイガース,,小嶋 達也,,5,25.0,2,3,0,3.96,110,28,2,10,0,2,15,11,11,0,0,0,0,0.4,1,0
2007,CL,阪神タイガース,,桟原 将司,,17,17.2,1,0,0,4.58,79,23,1,3,0,2,20,9,11,0,1,0,0,1.0,1,0
2007,CL,阪神タイガース,,ジャン,,21,104.1,6,5,0,4.66,453,110,9,31,3,8,52,54,56,0,0,0,0,0.545,4,12
2007,CL,阪神タイガース,,下柳 剛,,25,129.1,10,8,0,4.11,582,145,11,52,4,3,74,59,68,0,0,0,0,0.556,5,0
2007,CL,阪神タイガース,,杉山 直久,,20,84.0,4,5,0,4.61,371,101,4,19,3,10,51,43,45,0,1,1,1,0.444,3,0
2007,CL,阪神タイガース,,ダーウィン,,35,61.2,2,2,0,3.36,260,60,3,20,1,1,34,23,25,6,8,0,0,0.5,4,0
2007,CL,阪神タイガース,,太陽,,3,6.0,0,0,0,3.0,27,9,0,0,0,0,7,2,3,0,0,0,0,0.0,0,0
2007,CL,阪神タイガース,,玉置 隆,,2,2.0,0,0,0,0.0,9,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
2007,CL,阪神タイガース,,筒井 和也,,4,5.0,0,0,0,10.8,28,8,0,5,0,0,3,6,6,0,0,0,0,0.0,0,0
2007,CL,阪神タイガース,,中村 泰広,,15,29.1,2,2,0,3.07,120,22,1,12,0,2,37,10,12,1,2,0,0,0.5,0,0
2007,CL,阪神タイガース,,能見 篤史,,23,74.0,4,4,0,4.38,330,79,7,30,1,4,51,36,39,2,2,1,1,0.5,2,0
2007,CL,阪神タイガース,,橋本 健太郎,,46,49.1,3,2,0,4.74,228,52,7,28,4,2,61,26,31,6,9,0,0,0.6,6,0
2007,CL,阪神タイガース,,福原 忍,,19,71.2,2,8,0,6.53,329,101,5,19,0,3,42,52,53,0,0,0,0,0.2,4,0
2007,CL,阪神タイガース,,藤川 球児,,71,83.0,5,5,46,1.63,313,50,2,18,4,1,115,15,15,6,11,0,0,0.5,2,0
2007,CL,阪神タイガース,,ボーグルソン,,20,106.2,7,6,0,4.13,464,113,17,41,0,6,91,49,52,0,0,0,0,0.538,1,1
2007,CL,阪神タイガース,,吉野 誠,,7,3.2,0,0,0,7.36,19,6,0,2,0,0,0,3,3,0,0,0,0,0.0,0,0
2007,CL,阪神タイガース,,若竹 竜士,,2,6.1,0,1,0,5.68,27,6,1,1,0,1,4,4,4,0,0,0,0,0.0,0,0
2007,CL,阪神タイガース,,渡辺 亮,,53,58.1,1,1,0,2.47,246,53,2,23,1,4,52,16,19,7,8,0,0,0.5,3,0
