year,league,metric,player_name,rank,playerId,team,file
1989,PL,長打率,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\長打率.json
1989,PL,長打率,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\長打率.json
1989,PL,長打率_all,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\長打率_all.json
1989,PL,長打率__qualified,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\長打率__qualified.json
1989,PL,長打率__qualified,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\長打率__qualified.json
1990,CL,BB_K,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1990\CL\BB_K.json
1990,CL,BB_K__qualified,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1990\CL\BB_K__qualified.json
1990,CL,RC,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\RC.json
1990,CL,RC_all,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\RC_all.json
1990,CL,RC__qualified,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\RC__qualified.json
1990,CL,XR,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\XR.json
1990,CL,XR,高橋 眞裕,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1990\CL\XR.json
1990,CL,XR_all,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\XR_all.json
1990,CL,XR__qualified,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\XR__qualified.json
1990,CL,XR__qualified,高橋 眞裕,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1990\CL\XR__qualified.json
1990,CL,出塁率,山崎 賢一,28,player-28,横浜DeNAベイスターズ,public\data\rankings\1990\CL\出塁率.json
1990,CL,出塁率__qualified,山崎 賢一,28,player-28,横浜DeNAベイスターズ,public\data\rankings\1990\CL\出塁率__qualified.json
1990,CL,四球,J.マイヤー,25,player-25,横浜ベイスターズ,public\data\rankings\1990\CL\四球.json
1990,CL,四球_all,J.マイヤー,25,player-25,横浜ベイスターズ,public\data\rankings\1990\CL\四球_all.json
1990,CL,得点,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\得点.json
1990,CL,得点_all,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\得点_all.json
1990,CL,打率,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1990\CL\打率.json
1990,CL,打率__qualified,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1990\CL\打率__qualified.json
1990,CL,犠飛,清水 義之,20,player-20,横浜ベイスターズ,public\data\rankings\1990\CL\犠飛.json
1990,CL,犠飛_all,清水 義之,20,player-20,横浜ベイスターズ,public\data\rankings\1990\CL\犠飛_all.json
1990,PL,単打,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1990\PL\単打.json
1990,PL,単打_all,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1990\PL\単打_all.json
1990,PL,安打,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1990\PL\安打.json
1990,PL,安打_all,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1990\PL\安打_all.json
1990,PL,打点,門田 博光,11,player-11,オリックス・バファローズ,public\data\rankings\1990\PL\打点.json
1990,PL,打点_all,門田 博光,11,player-11,オリックス・バファローズ,public\data\rankings\1990\PL\打点_all.json
1991,CL,NOI,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\NOI.json
1991,CL,NOI,清水 義之,26,player-26,横浜DeNAベイスターズ,public\data\rankings\1991\CL\NOI.json
1991,CL,NOI__qualified,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\NOI__qualified.json
1991,CL,NOI__qualified,清水 義之,26,player-26,横浜DeNAベイスターズ,public\data\rankings\1991\CL\NOI__qualified.json
1991,CL,RC,清水 義之,26,player-26,横浜ベイスターズ,public\data\rankings\1991\CL\RC.json
1991,CL,RC_all,清水 義之,26,player-26,横浜ベイスターズ,public\data\rankings\1991\CL\RC_all.json
1991,CL,RC__qualified,清水 義之,26,player-26,横浜ベイスターズ,public\data\rankings\1991\CL\RC__qualified.json
1991,CL,二塁打,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\二塁打.json
1991,CL,二塁打,R.J.レイノルズ,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1991\CL\二塁打.json
1991,CL,二塁打_all,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\二塁打_all.json
1991,CL,二塁打_all,R.J.レイノルズ,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1991\CL\二塁打_all.json
1991,CL,出塁率,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\出塁率.json
1991,CL,出塁率__qualified,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\出塁率__qualified.json
1991,CL,単打,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\単打.json
1991,CL,単打_all,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\単打_all.json
1991,CL,安打,R.J.レイノルズ,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1991\CL\安打.json
1991,CL,安打_all,R.J.レイノルズ,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1991\CL\安打_all.json
1991,CL,打率,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\打率.json
1991,CL,打率,R.J.レイノルズ,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1991\CL\打率.json
1991,CL,打率,清水 義之,26,player-26,横浜DeNAベイスターズ,public\data\rankings\1991\CL\打率.json
1991,CL,打率__qualified,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1991\CL\打率__qualified.json
1991,CL,打率__qualified,R.J.レイノルズ,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1991\CL\打率__qualified.json
1991,CL,打率__qualified,清水 義之,26,player-26,横浜DeNAベイスターズ,public\data\rankings\1991\CL\打率__qualified.json
1991,CL,盗塁,R.J.レイノルズ,5,player-5,横浜ベイスターズ,public\data\rankings\1991\CL\盗塁.json
1991,CL,盗塁_all,R.J.レイノルズ,5,player-5,横浜ベイスターズ,public\data\rankings\1991\CL\盗塁_all.json
1991,PL,OPS_all,高橋 智,39,player-39,オリックスブルーウェーブ,public\data\rankings\1991\PL\OPS_all.json
1991,PL,TA_all,高橋 智,39,player-39,オリックスブルーウェーブ,public\data\rankings\1991\PL\TA_all.json
1991,PL,出塁率,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\出塁率.json
1991,PL,出塁率__qualified,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\出塁率__qualified.json
1991,PL,単打,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\単打.json
1991,PL,単打_all,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\単打_all.json
1991,PL,安打,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\安打.json
1991,PL,安打_all,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\安打_all.json
1991,PL,打率,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\打率.json
1991,PL,打率__qualified,松永 浩美,2,player-2,オリックス・バファローズ,public\data\rankings\1991\PL\打率__qualified.json
1992,CL,TA_all,L.シーツ,19,player-19,横浜ベイスターズ,public\data\rankings\1992\CL\TA_all.json
1992,CL,単打,R.J.レイノルズ,24,player-24,横浜ベイスターズ,public\data\rankings\1992\CL\単打.json
1992,CL,単打_all,R.J.レイノルズ,24,player-24,横浜ベイスターズ,public\data\rankings\1992\CL\単打_all.json
1992,CL,打率,R.J.レイノルズ,24,player-24,横浜ベイスターズ,public\data\rankings\1992\CL\打率.json
1992,CL,打率__qualified,R.J.レイノルズ,24,player-24,横浜ベイスターズ,public\data\rankings\1992\CL\打率__qualified.json
1992,PL,BB%,松永 浩美,6,player-6,オリックス・バファローズ,public\data\rankings\1992\PL\BB%.json
1992,PL,BB%__qualified,松永 浩美,6,player-6,オリックス・バファローズ,public\data\rankings\1992\PL\BB%__qualified.json
1992,PL,出塁率,松永 浩美,6,player-6,オリックス・バファローズ,public\data\rankings\1992\PL\出塁率.json
1992,PL,出塁率__qualified,松永 浩美,6,player-6,オリックス・バファローズ,public\data\rankings\1992\PL\出塁率__qualified.json
1992,PL,打点,高橋 智,8,player-8,オリックス・バファローズ,public\data\rankings\1992\PL\打点.json
1992,PL,打点_all,高橋 智,8,player-8,オリックス・バファローズ,public\data\rankings\1992\PL\打点_all.json
1992,PL,盗塁,福良 淳一,16,player-16,オリックス・バファローズ,public\data\rankings\1992\PL\盗塁.json
1992,PL,盗塁_all,福良 淳一,16,player-16,オリックス・バファローズ,public\data\rankings\1992\PL\盗塁_all.json
1993,CL,BB%,石井 琢朗,20,player-20,横浜DeNAベイスターズ,public\data\rankings\1993\CL\BB%.json
1993,CL,BB%__qualified,石井 琢朗,20,player-20,横浜DeNAベイスターズ,public\data\rankings\1993\CL\BB%__qualified.json
1993,CL,IsoD,高木 豊,13,player-13,横浜ベイスターズ,public\data\rankings\1993\CL\IsoD.json
1993,CL,IsoD__qualified,高木 豊,13,player-13,横浜ベイスターズ,public\data\rankings\1993\CL\IsoD__qualified.json
1993,CL,RC,R.ローズ,3,player-3,横浜ベイスターズ,public\data\rankings\1993\CL\RC.json
1993,CL,RC_all,R.ローズ,3,player-3,横浜ベイスターズ,public\data\rankings\1993\CL\RC_all.json
1993,CL,RC__qualified,R.ローズ,3,player-3,横浜ベイスターズ,public\data\rankings\1993\CL\RC__qualified.json
1993,CL,単打,石井 琢朗,20,player-20,横浜ベイスターズ,public\data\rankings\1993\CL\単打.json
1993,CL,単打_all,石井 琢朗,20,player-20,横浜ベイスターズ,public\data\rankings\1993\CL\単打_all.json
1993,CL,打数,石井 琢朗,20,player-20,横浜ベイスターズ,public\data\rankings\1993\CL\打数.json
1993,CL,打数_all,石井 琢朗,20,player-20,横浜ベイスターズ,public\data\rankings\1993\CL\打数_all.json
1993,CL,打点,畠山 準,9,player-9,横浜ベイスターズ,public\data\rankings\1993\CL\打点.json
1993,CL,打点_all,畠山 準,9,player-9,横浜ベイスターズ,public\data\rankings\1993\CL\打点_all.json
1993,PL,SecA,高橋 智,16,player-16,オリックス・バファローズ,public\data\rankings\1993\PL\SecA.json
1993,PL,SecA__qualified,高橋 智,16,player-16,オリックス・バファローズ,public\data\rankings\1993\PL\SecA__qualified.json
1993,PL,TA,福良 淳一,22,player-22,オリックス・バファローズ,public\data\rankings\1993\PL\TA.json
1993,PL,TA__qualified,福良 淳一,22,player-22,オリックス・バファローズ,public\data\rankings\1993\PL\TA__qualified.json
1993,PL,単打,小川 博文,18,player-18,オリックス・バファローズ,public\data\rankings\1993\PL\単打.json
1993,PL,単打_all,小川 博文,18,player-18,オリックス・バファローズ,public\data\rankings\1993\PL\単打_all.json
1993,PL,犠打,小川 博文,18,player-18,オリックス・バファローズ,public\data\rankings\1993\PL\犠打.json
1993,PL,犠打_all,小川 博文,18,player-18,オリックス・バファローズ,public\data\rankings\1993\PL\犠打_all.json
1994,CL,K%,石井 琢朗,28,player-28,横浜ベイスターズ,public\data\rankings\1994\CL\K%.json
1994,CL,K%__qualified,石井 琢朗,28,player-28,横浜ベイスターズ,public\data\rankings\1994\CL\K%__qualified.json
1994,CL,SecA,谷繁 元信,25,player-25,横浜ベイスターズ,public\data\rankings\1994\CL\SecA.json
1994,CL,SecA__qualified,谷繁 元信,25,player-25,横浜ベイスターズ,public\data\rankings\1994\CL\SecA__qualified.json
1994,CL,本塁打,R.ローズ,18,player-18,横浜ベイスターズ,public\data\rankings\1994\CL\本塁打.json
1994,CL,本塁打_all,R.ローズ,18,player-18,横浜ベイスターズ,public\data\rankings\1994\CL\本塁打_all.json
1994,PL,OPS,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1994\PL\OPS.json
1994,PL,OPS__qualified,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1994\PL\OPS__qualified.json
1994,PL,TA_all,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1994\PL\TA_all.json
1994,PL,三塁打,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1994\PL\三塁打.json
1994,PL,三塁打_all,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1994\PL\三塁打_all.json
1994,PL,安打,小川 博文,7,player-7,オリックスブルーウェーブ,public\data\rankings\1994\PL\安打.json
1994,PL,安打_all,小川 博文,7,player-7,オリックスブルーウェーブ,public\data\rankings\1994\PL\安打_all.json
1994,PL,打率,藤井 康雄,28,player-28,オリックス・バファローズ,public\data\rankings\1994\PL\打率.json
1994,PL,打率__qualified,藤井 康雄,28,player-28,オリックス・バファローズ,public\data\rankings\1994\PL\打率__qualified.json
1994,PL,死球,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1994\PL\死球.json
1994,PL,死球_all,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1994\PL\死球_all.json
1995,CL,SecA_all,進藤 達哉,36,player-36,横浜ベイスターズ,public\data\rankings\1995\CL\SecA_all.json
1995,CL,TA,R.ローズ,9,player-9,横浜ベイスターズ,public\data\rankings\1995\CL\TA.json
1995,CL,TA__qualified,R.ローズ,9,player-9,横浜ベイスターズ,public\data\rankings\1995\CL\TA__qualified.json
1995,CL,出塁率,石井 琢朗,3,player-3,横浜ベイスターズ,public\data\rankings\1995\CL\出塁率.json
1995,CL,出塁率__qualified,石井 琢朗,3,player-3,横浜ベイスターズ,public\data\rankings\1995\CL\出塁率__qualified.json
1995,CL,犠打,石井 琢朗,3,player-3,横浜ベイスターズ,public\data\rankings\1995\CL\犠打.json
1995,CL,犠打_all,石井 琢朗,3,player-3,横浜ベイスターズ,public\data\rankings\1995\CL\犠打_all.json
1995,CL,試合,R.ローズ,9,player-9,横浜ベイスターズ,public\data\rankings\1995\CL\試合.json
1995,CL,試合_all,R.ローズ,9,player-9,横浜ベイスターズ,public\data\rankings\1995\CL\試合_all.json
1995,CL,長打率_all,G.ブラッグス,17,player-17,横浜ベイスターズ,public\data\rankings\1995\CL\長打率_all.json
1995,PL,GPA_all,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1995\PL\GPA_all.json
1995,PL,NOI_all,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1995\PL\NOI_all.json
1995,PL,三塁打,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1995\PL\三塁打.json
1995,PL,三塁打_all,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1995\PL\三塁打_all.json
1995,PL,安打,T.ニール,23,player-23,オリックス・バファローズ,public\data\rankings\1995\PL\安打.json
1995,PL,安打_all,T.ニール,23,player-23,オリックス・バファローズ,public\data\rankings\1995\PL\安打_all.json
1996,CL,安打,石井 琢朗,17,player-17,横浜ベイスターズ,public\data\rankings\1996\CL\安打.json
1996,CL,安打_all,石井 琢朗,17,player-17,横浜ベイスターズ,public\data\rankings\1996\CL\安打_all.json
1996,CL,打点,G.ブラッグス,28,player-28,横浜ベイスターズ,public\data\rankings\1996\CL\打点.json
1996,CL,打点_all,G.ブラッグス,28,player-28,横浜ベイスターズ,public\data\rankings\1996\CL\打点_all.json
1996,CL,犠打,谷繁 元信,7,player-7,横浜ベイスターズ,public\data\rankings\1996\CL\犠打.json
1996,CL,犠打_all,谷繁 元信,7,player-7,横浜ベイスターズ,public\data\rankings\1996\CL\犠打_all.json
1996,PL,出塁率_all,T.ニール,9,player-9,オリックス・バファローズ,public\data\rankings\1996\PL\出塁率_all.json
1996,PL,死球,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1996\PL\死球.json
1996,PL,死球_all,イチロー,2,player-2,オリックス・バファローズ,public\data\rankings\1996\PL\死球_all.json
1997,CL,BB_K,石井 琢朗,7,player-7,横浜ベイスターズ,public\data\rankings\1997\CL\BB_K.json
1997,CL,BB_K__qualified,石井 琢朗,7,player-7,横浜ベイスターズ,public\data\rankings\1997\CL\BB_K__qualified.json
1997,CL,IsoD_all,谷繁 元信,36,player-36,横浜ベイスターズ,public\data\rankings\1997\CL\IsoD_all.json
1997,CL,SecA,R.ローズ,5,player-5,横浜ベイスターズ,public\data\rankings\1997\CL\SecA.json
1997,CL,SecA__qualified,R.ローズ,5,player-5,横浜ベイスターズ,public\data\rankings\1997\CL\SecA__qualified.json
1997,CL,打率,駒田 徳広,9,player-9,横浜ベイスターズ,public\data\rankings\1997\CL\打率.json
1997,CL,打率,波留 敏夫,14,player-14,横浜ベイスターズ,public\data\rankings\1997\CL\打率.json
1997,CL,打率__qualified,駒田 徳広,9,player-9,横浜ベイスターズ,public\data\rankings\1997\CL\打率__qualified.json
1997,CL,打率__qualified,波留 敏夫,14,player-14,横浜ベイスターズ,public\data\rankings\1997\CL\打率__qualified.json
1997,CL,死球,R.ローズ,5,player-5,横浜ベイスターズ,public\data\rankings\1997\CL\死球.json
1997,CL,死球_all,R.ローズ,5,player-5,横浜ベイスターズ,public\data\rankings\1997\CL\死球_all.json
1997,CL,犠打,石井 琢朗,7,player-7,横浜ベイスターズ,public\data\rankings\1997\CL\犠打.json
1997,CL,犠打_all,石井 琢朗,7,player-7,横浜ベイスターズ,public\data\rankings\1997\CL\犠打_all.json
1997,PL,BB_K_all,C.ドネルス,11,player-11,オリックス・バファローズ,public\data\rankings\1997\PL\BB_K_all.json
1997,PL,GPA,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1997\PL\GPA.json
1997,PL,GPA__qualified,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1997\PL\GPA__qualified.json
1997,PL,IsoP_all,T.ニール,21,player-21,オリックス・バファローズ,public\data\rankings\1997\PL\IsoP_all.json
1997,PL,K%,C.ドネルス,11,player-11,オリックス・バファローズ,public\data\rankings\1997\PL\K%.json
1997,PL,K%__qualified,C.ドネルス,11,player-11,オリックス・バファローズ,public\data\rankings\1997\PL\K%__qualified.json
1997,PL,SecA_all,T.ニール,21,player-21,オリックス・バファローズ,public\data\rankings\1997\PL\SecA_all.json
1997,PL,TA_all,T.ニール,21,player-21,オリックス・バファローズ,public\data\rankings\1997\PL\TA_all.json
1997,PL,出塁率_all,T.ニール,21,player-21,オリックス・バファローズ,public\data\rankings\1997\PL\出塁率_all.json
1997,PL,得点,T.ニール,21,player-21,オリックス・バファローズ,public\data\rankings\1997\PL\得点.json
1997,PL,得点_all,T.ニール,21,player-21,オリックス・バファローズ,public\data\rankings\1997\PL\得点_all.json
1997,PL,打数,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1997\PL\打数.json
1997,PL,打数_all,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1997\PL\打数_all.json
1997,PL,打率,C.ドネルス,11,player-11,オリックス・バファローズ,public\data\rankings\1997\PL\打率.json
1997,PL,打率_all,イチロー,5,player-5,オリックス・バファローズ,public\data\rankings\1997\PL\打率_all.json
1997,PL,打率__qualified,C.ドネルス,11,player-11,オリックス・バファローズ,public\data\rankings\1997\PL\打率__qualified.json
1997,PL,長打率,大島 公一,37,player-37,オリックスブルーウェーブ,public\data\rankings\1997\PL\長打率.json
1997,PL,長打率__qualified,大島 公一,37,player-37,オリックスブルーウェーブ,public\data\rankings\1997\PL\長打率__qualified.json
1998,CL,BB%,R.ローズ,5,player-5,横浜ベイスターズ,public\data\rankings\1998\CL\BB%.json
1998,CL,BB%__qualified,R.ローズ,5,player-5,横浜ベイスターズ,public\data\rankings\1998\CL\BB%__qualified.json
1998,CL,RC,駒田 徳広,16,player-16,横浜DeNAベイスターズ,public\data\rankings\1998\CL\RC.json
1998,CL,RC_all,駒田 徳広,16,player-16,横浜DeNAベイスターズ,public\data\rankings\1998\CL\RC_all.json
1998,CL,RC__qualified,駒田 徳広,16,player-16,横浜DeNAベイスターズ,public\data\rankings\1998\CL\RC__qualified.json
1998,CL,TA,鈴木尚,3,player-3,横浜ベイスターズ,public\data\rankings\1998\CL\TA.json
1998,CL,TA,R.ローズ,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1998\CL\TA.json
1998,CL,TA__qualified,鈴木尚,3,player-3,横浜ベイスターズ,public\data\rankings\1998\CL\TA__qualified.json
