player_id,url_used,http_status,found_roman,found_kana,roman_sample,kana_sample,outcome
1605157,https://npb.jp/bis/players/01605157.html,200,False,False,,,NO_ROMAN_NO_KANA
21725139,https://npb.jp/bis/players/21725139.html,200,False,False,,,NO_ROMAN_NO_KANA
61665151,https://npb.jp/bis/players/61665151.html,200,False,False,,,NO_ROMAN_NO_KANA
63065155,https://npb.jp/bis/players/63065155.html,200,True,False,GREGORY POLANCO,,FOUND_ROMAN
63165155,https://npb.jp/bis/players/63165155.html,200,False,False,,,NO_ROMAN_NO_KANA
71275132,https://npb.jp/bis/players/71275132.html,200,False,False,,,NO_ROMAN_NO_KANA
31835133,https://npb.jp/bis/players/31835133.html,200,False,False,,,NO_ROMAN_NO_KANA
11315159,https://npb.jp/bis/players/11315159.html,200,False,False,,,NO_ROMAN_NO_KANA
1005157,https://npb.jp/bis/players/01005157.html,200,False,False,,,NO_ROMAN_NO_KANA
71475159,https://npb.jp/bis/players/71475159.html,200,False,False,,,NO_ROMAN_NO_KANA
