year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
1965,CL,読売ジャイアンツ,01103825,安藤　元博,,5,15.0,1,1,,8.0,66,15,,16,,1,7,0,1,,,0,0,0.5,0,14
1965,CL,読売ジャイアンツ,61163808,伊藤　芳明,,23,66.2,2,5,,33.0,277,66,0,41,,10,31,0,0,,,0,0,0.286,0,55
1965,CL,読売ジャイアンツ,71073801,金田　正一,,28,141.2,11,6,,38.0,542,141,0,95,,12,36,0,1,,,9,3,0.647,0,100
1965,CL,読売ジャイアンツ,51753808,北川　芳男,,40,83.0,3,3,,37.0,336,83,,86,,5,10,0,0,,,0,0,0.5,1,18
1965,CL,読売ジャイアンツ,91593820,倉田　誠,,1,,0,0,,0.0,2,0,,0,,0,2,0,0,,,0,0,0.0,0,0
1965,CL,読売ジャイアンツ,51053825,城之内　邦雄,,52,258.0,21,12,,80.0,1008,258,,206,,12,52,0,2,,,13,6,0.636,12,121
1965,CL,読売ジャイアンツ,41943823,高橋　明,,32,136.0,4,7,,49.0,564,136,,140,,12,28,0,0,,,2,0,0.364,4,77
1965,CL,読売ジャイアンツ,61963829,種部　儀康,,33,61.1,4,1,,17.0,226,61,0,35,,4,16,0,0,,,0,0,0.8,1,29
1965,CL,読売ジャイアンツ,01703820,高橋　一三,,3,6.0,0,0,,6.0,31,6,,8,,4,5,0,0,,,0,0,0.0,0,5
1965,CL,読売ジャイアンツ,81983804,中村　稔,,45,220.1,20,4,,61.0,843,220,0,179,,20,41,0,4,,,9,3,0.833,3,95
1965,CL,読売ジャイアンツ,91893825,益田　昭雄,,33,76.0,4,1,,19.0,300,76,,52,,3,27,2,0,,,0,0,0.8,2,47
1965,CL,読売ジャイアンツ,33133825,宮田　征典,,69,164.2,20,5,,41.0,627,164,0,120,,14,25,0,3,,,1,0,0.8,2,145
1965,CL,読売ジャイアンツ,41243820,宮本　洋二郎,,7,20.1,0,1,,11.0,87,20,0,24,,2,4,0,0,,,0,0,0.0,0,8
1965,CL,読売ジャイアンツ,51653829,吉沢　勝,,3,4.0,0,1,,2.0,18,4,,6,,0,2,0,0,,,0,0,0.0,0,1
1965,CL,読売ジャイアンツ,41643829,渡辺　秀武,,5,10.1,1,0,,2.0,41,10,0,10,,1,1,0,0,,,0,0,1.0,0,4
1965,CL,広島東洋カープ,51153829,安仁屋　宗八,,53,201.1,9,13,,73.0,804,201,0,161,,22,62,0,3,,,3,1,0.409,10,127
