year,league,team,player_id,player_name_ja,player_name_en,G,IP,W,L,SV,ERA,BF,H,HR,BB,IBB,HBP,SO,ER,R,HOLD,HP,CG,SHO,WPCT,WP,BK
1964,PL,阪急ブレーブス,91193802,秋本　祐作,,1,2.0,0,0,,4.0,11,2,,5,,0,0,0,0,,,0,0,0.0,0,1
1964,PL,阪急ブレーブス,51153808,安藤　治久,,31,109.2,4,3,,50.0,453,109,0,101,,5,33,0,0,,,3,0,0.571,3,42
1964,PL,阪急ブレーブス,71173808,足立　光宏,,46,236.0,13,15,,82.0,927,236,,200,,26,37,0,0,,,8,4,0.464,5,125
1964,PL,阪急ブレーブス,41143806,石井　茂雄,,62,325.0,28,15,,122.0,1325,325,,304,,21,63,0,1,,,18,3,0.651,8,176
1964,PL,阪急ブレーブス,61563825,大石　弥太郎,,25,43.2,1,0,,28.0,186,43,0,48,,5,6,0,0,,,0,0,1.0,1,18
1964,PL,阪急ブレーブス,91793809,梶本　隆夫,,53,231.2,9,13,,96.0,980,231,0,237,,11,61,0,3,,,6,1,0.409,2,142
1964,PL,阪急ブレーブス,51553829,金本　秀夫,,12,24.1,0,0,,13.0,107,24,0,28,,2,6,1,0,,,0,0,0.0,2,14
1964,PL,阪急ブレーブス,51753823,佐藤　公博,,7,13.0,0,0,,3.0,54,13,,11,,2,3,0,0,,,0,0,0.0,1,3
1964,PL,阪急ブレーブス,51053829,戸田　善紀,,8,13.0,0,2,,9.0,57,13,,16,,2,4,0,0,,,0,0,0.0,0,15
1964,PL,阪急ブレーブス,71473829,松本　照夫,,3,8.2,0,0,,4.0,38,8,0,8,,0,4,0,0,,,0,0,0.0,0,3
1964,PL,阪急ブレーブス,51253806,三平　晴樹,,17,31.2,3,1,,20.0,140,31,0,27,,3,15,1,0,,,0,0,0.75,1,22
1964,PL,阪急ブレーブス,21023827,村上　宏通,,3,7.0,0,0,,6.0,34,7,,12,,0,2,0,0,,,0,0,0.0,0,4
1964,PL,阪急ブレーブス,83183802,米田　哲也,,60,319.2,21,16,,110.0,1290,319,0,268,,25,81,0,0,,,14,4,0.568,9,180
1964,PL,阪急ブレーブス,21623829,渡辺　博文,,1,1.0,0,0,,0.0,3,1,,0,,0,0,0,0,,,0,0,0.0,0,0
1964,PL,南海ホークス,11713829,合田　栄蔵,,25,49.1,2,3,,21.0,199,49,0,48,,2,6,0,0,,,0,0,0.4,0,25
1964,PL,南海ホークス,01703806,杉浦　忠,,56,270.2,20,15,,103.0,1100,270,0,253,,28,52,0,1,,,9,1,0.571,9,162
1964,PL,南海ホークス,91793821,Ｊ．スタンカ,,47,277.2,26,7,,93.0,1117,277,0,221,,28,80,0,8,,,15,6,0.788,3,172
1964,PL,南海ホークス,61963823,高橋　栄一郎,,28,56.2,2,4,,36.0,243,56,0,54,,4,20,0,0,,,0,0,0.333,0,16
1964,PL,南海ホークス,51253802,富島　五郎,,1,0.1,0,0,,1.0,2,0,0,2,,0,0,0,0,,,0,0,0.0,0,0
1964,PL,南海ホークス,61463825,新山　彰忠,,50,129.0,10,9,,51.0,530,129,,122,,10,33,0,2,,,1,1,0.526,3,72
1964,PL,南海ホークス,31033827,林　俊彦,,49,91.0,3,5,,29.0,366,91,,72,,4,30,0,0,,,2,1,0.375,4,89
1964,PL,南海ホークス,63163809,皆川　睦男,,52,161.0,7,5,,65.0,672,161,,161,,19,36,0,0,,,2,0,0.583,6,73
1964,PL,南海ホークス,71473804,三浦　清弘,,45,140.1,6,6,,79.0,612,140,0,145,,14,52,0,0,,,1,1,0.5,4,87
1964,PL,南海ホークス,21223821,森中　千香良,,51,168.2,8,9,,84.0,710,168,0,152,,21,65,0,0,,,4,1,0.471,4,124
1964,PL,西鉄ライオンズ,51153825,安部　和春,,49,177.0,11,5,,63.0,728,177,,152,,9,56,0,0,,,5,3,0.688,9,55
1964,PL,西鉄ライオンズ,71173825,安藤　敏雄,,39,91.0,1,8,,46.0,386,91,,91,,17,30,1,2,,,0,0,0.111,3,36
1964,PL,西鉄ライオンズ,71373802,稲尾　和久,,6,11.1,0,2,,13.0,59,11,0,18,,2,9,0,0,,,0,0,0.0,0,2
1964,PL,西鉄ライオンズ,01103821,井上　善夫,,60,247.2,17,11,,102.0,1031,247,0,234,,17,74,0,4,,,8,3,0.607,7,106
1964,PL,西鉄ライオンズ,31333829,石田　逸男,,2,4.0,0,0,,4.0,22,4,,6,,0,6,0,1,,,0,0,0.0,0,3
1964,PL,西鉄ライオンズ,81383829,大庭　清,,4,3.0,0,1,,4.0,17,3,,6,,0,2,0,0,,,0,0,0.0,0,0
1964,PL,西鉄ライオンズ,21523827,下川　満康,,1,1.0,0,0,,0.0,4,1,,1,,0,0,0,0,,,0,0,0.0,0,1
1964,PL,西鉄ライオンズ,01703821,杉町　攻,,25,44.1,0,2,,25.0,188,44,0,47,,5,10,0,1,,,0,0,0.0,1,24
1964,PL,西鉄ライオンズ,51953829,清　俊彦,,35,119.1,4,11,,60.0,505,119,0,118,,14,36,0,1,,,3,1,0.267,3,64
1964,PL,西鉄ライオンズ,71973823,田中　勉,,52,232.0,15,15,,95.0,978,232,,211,,19,102,0,4,,,8,2,0.5,4,126
1964,PL,西鉄ライオンズ,41443802,畑　隆幸,,15,51.1,3,2,,31.0,234,51,0,62,,7,26,0,1,,,1,0,0.6,0,20
1964,PL,西鉄ライオンズ,31433829,米田　敏美,,6,8.0,0,1,,3.0,32,8,,9,,0,1,0,0,,,0,0,0.0,0,4
1964,PL,西鉄ライオンズ,83183825,与田　順欣,,60,222.2,7,18,,96.0,934,222,0,211,,18,79,2,0,,,7,1,0.28,4,91
1964,PL,西鉄ライオンズ,43743800,若生　忠男,,41,134.1,5,5,,75.0,580,134,0,134,,17,52,0,3,,,3,0,0.5,11,90
1964,PL,東映フライヤーズ,71373825,石川　陽造,,42,164.2,5,8,,61.0,676,164,0,153,,10,47,0,1,,,2,1,0.385,6,61
1964,PL,東映フライヤーズ,21323825,石原　碩夫,,12,21.2,0,1,,14.0,95,21,0,26,,5,4,0,0,,,0,0,0.0,0,14
1964,PL,東映フライヤーズ,21523825,尾崎　行雄,,55,286.0,20,18,,93.0,1167,286,,233,,23,90,0,1,,,11,4,0.526,9,197
1964,PL,東映フライヤーズ,01903800,久保田　治,,24,82.2,3,4,,38.0,342,82,0,82,,6,16,0,2,,,1,0,0.429,1,17
1964,PL,東映フライヤーズ,51953807,権藤　正利,,25,43.2,1,1,,16.0,184,43,0,35,,1,17,0,1,,,1,1,0.5,3,36
1964,PL,東映フライヤーズ,31733821,嵯峨　健四郎,,55,225.1,21,9,,82.0,905,225,0,197,,20,53,0,3,,,7,5,0.7,5,90
1964,PL,東映フライヤーズ,91593827,柴田　晃,,1,1.0,0,0,,0.0,5,1,,1,,0,1,0,0,,,0,0,0.0,0,1
1964,PL,東映フライヤーズ,11713827,田中　調,,48,67.2,2,1,,28.0,283,67,0,58,,5,25,0,1,,,0,0,0.667,4,55
1964,PL,東映フライヤーズ,71273802,富永　格郎,,22,41.2,0,0,,19.0,178,41,0,43,,1,11,0,1,,,0,0,0.0,0,29
1964,PL,東映フライヤーズ,71473825,土橋　正幸,,48,270.1,20,15,,113.0,1102,270,0,250,,20,46,1,1,,,12,3,0.571,8,132
1964,PL,東映フライヤーズ,01003829,永易　将之,,2,3.0,0,0,,1.0,14,3,,4,,0,4,1,0,,,0,0,0.0,0,0
1964,PL,東映フライヤーズ,51053821,橋詰　文男,,10,4.2,0,1,,7.0,24,4,0,11,,0,0,0,0,,,0,0,0.0,0,3
1964,PL,東映フライヤーズ,13113825,宮崎　昭二,,43,101.0,4,6,,34.0,406,101,,81,,10,30,0,0,,,0,0,0.4,2,51
1964,PL,東映フライヤーズ,13513809,山本　義司,,19,41.2,2,1,,13.0,164,41,0,32,,2,8,0,1,,,1,0,0.667,0,27
1964,PL,東映フライヤーズ,33333825,吉田　定敬,,9,13.0,0,3,,11.0,65,13,,16,,1,9,0,0,,,0,0,0.0,1,5
1964,PL,大阪近鉄バファローズ,91193823,井上　勝巳,,5,4.0,0,0,,3.0,20,4,,5,,1,1,0,0,,,0,0,0.0,2,2
1964,PL,大阪近鉄バファローズ,81183825,伊藤　幸男,,37,80.1,0,2,,41.0,343,80,0,84,,13,30,0,0,,,0,0,0.0,3,45
1964,PL,大阪近鉄バファローズ,81383825,岩上　江笠,,1,1.0,0,0,,1.0,4,1,,1,,1,0,0,0,,,0,0,0.0,0,1
1964,PL,大阪近鉄バファローズ,91393806,長田　裕之,,38,55.0,1,1,,27.0,238,55,,57,,6,22,0,0,,,0,0,0.5,1,26
1964,PL,大阪近鉄バファローズ,21323829,小野坂　清,,11,6.2,0,0,,5.0,30,6,0,8,,2,3,0,1,,,0,0,0.0,1,2
1964,PL,大阪近鉄バファローズ,41743802,黒田　勉,,15,32.1,0,1,,16.0,149,32,0,46,,2,7,0,1,,,0,0,0.0,0,14
1964,PL,大阪近鉄バファローズ,81383821,久保　征弘,,51,220.1,10,18,,112.0,939,220,0,249,,16,49,0,2,,,8,3,0.357,6,65
1964,PL,大阪近鉄バファローズ,31933825,佐々木　宏一郎,,73,227.1,10,17,,97.0,921,227,0,189,,22,57,0,2,,,4,2,0.37,8,161
1964,PL,大阪近鉄バファローズ,31733827,田辺　修,,1,1.2,0,0,,2.0,9,1,0,2,,0,1,0,0,,,0,0,0.0,0,0
1964,PL,大阪近鉄バファローズ,01003823,Ｒ．ディサ,,2,3.0,0,0,,3.0,15,3,,4,,0,2,0,0,,,0,0,0.0,1,1
1964,PL,大阪近鉄バファローズ,61063823,徳久　利明,,66,252.1,13,23,,119.0,1059,252,0,273,,22,52,2,0,,,5,1,0.361,2,96
1964,PL,大阪近鉄バファローズ,01003821,板東　里視,,34,69.1,1,2,,40.0,292,69,0,78,,7,17,0,0,,,0,0,0.333,1,23
1964,PL,大阪近鉄バファローズ,71273808,福原　勝,,14,23.0,0,0,,19.0,111,23,,31,,4,9,0,0,,,0,0,0.0,1,11
1964,PL,大阪近鉄バファローズ,91893802,牧野　伸,,50,157.0,8,14,,78.0,661,157,,163,,14,48,0,3,,,3,1,0.364,3,47
